Notes,Year,Year Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
,2006,2006,#Pneumonitis due to solids and liquids (J69),GR113-088,"Santa Barbara County, CA",6083,White,2106-3,Male,M,11,182809,Unreliable
,2006,2006,#Pneumonitis due to solids and liquids (J69),GR113-088,"Shasta County, CA",6089,White,2106-3,Female,F,11,82941,Unreliable
,2006,2006,#Pneumonitis due to solids and liquids (J69),GR113-088,"Shasta County, CA",6089,White,2106-3,Male,M,12,79699,Unreliable
,2006,2006,#Pneumonitis due to solids and liquids (J69),GR113-088,"Sonoma County, CA",6097,White,2106-3,Female,F,13,214748,Unreliable
,2006,2006,#Pneumonitis due to solids and liquids (J69),GR113-088,"Sonoma County, CA",6097,White,2106-3,Male,M,19,208492,Unreliable
,2006,2006,#Pneumonitis due to solids and liquids (J69),GR113-088,"Stanislaus County, CA",6099,White,2106-3,Female,F,10,223779,Unreliable
,2006,2006,#Pneumonitis due to solids and liquids (J69),GR113-088,"Ventura County, CA",6111,White,2106-3,Female,F,16,352535,Unreliable
,2006,2006,#Pneumonitis due to solids and liquids (J69),GR113-088,"Ventura County, CA",6111,White,2106-3,Male,M,17,351571,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Alameda County, CA",6001,White,2106-3,Female,F,29,410372,7.1
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Alameda County, CA",6001,White,2106-3,Male,M,36,411279,8.8
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Butte County, CA",6007,White,2106-3,Female,F,11,99771,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Butte County, CA",6007,White,2106-3,Male,M,13,97029,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Contra Costa County, CA",6013,White,2106-3,Female,F,34,370516,9.2
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Contra Costa County, CA",6013,White,2106-3,Male,M,27,361925,7.5
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"El Dorado County, CA",6017,White,2106-3,Female,F,12,82539,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Fresno County, CA",6019,White,2106-3,Female,F,26,355993,7.3
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Fresno County, CA",6019,White,2106-3,Male,M,26,356912,7.3
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Kern County, CA",6029,White,2106-3,Female,F,21,326194,6.4
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Kern County, CA",6029,White,2106-3,Male,M,34,346831,9.8
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Los Angeles County, CA",6037,Asian or Pacific Islander,A-PI,Female,F,30,745149,4
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Los Angeles County, CA",6037,Asian or Pacific Islander,A-PI,Male,M,17,669290,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Los Angeles County, CA",6037,Black or African American,2054-5,Female,F,20,523263,3.8
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Los Angeles County, CA",6037,Black or African American,2054-5,Male,M,15,462314,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Los Angeles County, CA",6037,White,2106-3,Female,F,176,3596452,4.9
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Los Angeles County, CA",6037,White,2106-3,Male,M,182,3599903,5.1
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Monterey County, CA",6053,White,2106-3,Male,M,16,176480,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Orange County, CA",6059,White,2106-3,Female,F,77,1160873,6.6
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Orange County, CA",6059,White,2106-3,Male,M,71,1150444,6.2
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Riverside County, CA",6065,White,2106-3,Female,F,40,847672,4.7
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Riverside County, CA",6065,White,2106-3,Male,M,65,850224,7.6
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Sacramento County, CA",6067,White,2106-3,Female,F,45,489538,9.2
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Sacramento County, CA",6067,White,2106-3,Male,M,44,473849,9.3
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Bernardino County, CA",6071,White,2106-3,Female,F,50,793322,6.3
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Bernardino County, CA",6071,White,2106-3,Male,M,50,798894,6.3
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Diego County, CA",6073,White,2106-3,Female,F,75,1174569,6.4
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Diego County, CA",6073,White,2106-3,Male,M,89,1195313,7.4
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Francisco County, CA",6075,White,2106-3,Female,F,11,204034,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Francisco County, CA",6075,White,2106-3,Male,M,12,229277,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Joaquin County, CA",6077,White,2106-3,Male,M,13,242525,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Luis Obispo County, CA",6079,White,2106-3,Female,F,16,118355,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Luis Obispo County, CA",6079,White,2106-3,Male,M,16,121759,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Mateo County, CA",6081,White,2106-3,Female,F,23,237172,9.7
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"San Mateo County, CA",6081,White,2106-3,Male,M,22,235278,9.4
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Santa Barbara County, CA",6083,White,2106-3,Female,F,12,181527,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Santa Barbara County, CA",6083,White,2106-3,Male,M,12,182809,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Santa Clara County, CA",6085,Asian or Pacific Islander,A-PI,Male,M,12,269919,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Santa Clara County, CA",6085,White,2106-3,Female,F,35,525001,6.7
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Santa Clara County, CA",6085,White,2106-3,Male,M,40,541122,7.4
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Sonoma County, CA",6097,White,2106-3,Male,M,22,208492,10.6
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Stanislaus County, CA",6099,White,2106-3,Female,F,22,223779,9.8
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Tulare County, CA",6107,White,2106-3,Female,F,21,187968,11.2
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Tulare County, CA",6107,White,2106-3,Male,M,12,188832,Unreliable
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Ventura County, CA",6111,White,2106-3,Female,F,33,352535,9.4
,2006,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,"Ventura County, CA",6111,White,2106-3,Male,M,25,351571,7.1
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Alameda County, CA",6001,Asian or Pacific Islander,A-PI,Female,F,18,209933,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Alameda County, CA",6001,Asian or Pacific Islander,A-PI,Male,M,16,194546,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Alameda County, CA",6001,Black or African American,2054-5,Female,F,13,112100,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Alameda County, CA",6001,Black or African American,2054-5,Male,M,14,98521,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Alameda County, CA",6001,White,2106-3,Female,F,96,410128,23.4
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Alameda County, CA",6001,White,2106-3,Male,M,71,411723,17.2
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Butte County, CA",6007,White,2106-3,Female,F,17,99802,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Butte County, CA",6007,White,2106-3,Male,M,24,96904,24.8
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Contra Costa County, CA",6013,Asian or Pacific Islander,A-PI,Male,M,11,74826,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Contra Costa County, CA",6013,Black or African American,2054-5,Female,F,11,56540,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Contra Costa County, CA",6013,White,2106-3,Female,F,79,371206,21.3
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Contra Costa County, CA",6013,White,2106-3,Male,M,57,362550,15.7
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"El Dorado County, CA",6017,White,2106-3,Male,M,12,82834,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Fresno County, CA",6019,Asian or Pacific Islander,A-PI,Female,F,13,47356,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Fresno County, CA",6019,White,2106-3,Female,F,76,359295,21.2
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Fresno County, CA",6019,White,2106-3,Male,M,65,360280,18
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Humboldt County, CA",6023,White,2106-3,Female,F,12,58559,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Kern County, CA",6029,White,2106-3,Female,F,83,332842,24.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Kern County, CA",6029,White,2106-3,Male,M,39,354222,11
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Kings County, CA",6031,White,2106-3,Male,M,12,70885,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Lake County, CA",6033,White,2106-3,Male,M,10,29277,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Los Angeles County, CA",6037,Asian or Pacific Islander,A-PI,Female,F,151,756010,20
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Los Angeles County, CA",6037,Asian or Pacific Islander,A-PI,Male,M,156,677259,23
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Los Angeles County, CA",6037,Black or African American,2054-5,Female,F,129,516792,25
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Los Angeles County, CA",6037,Black or African American,2054-5,Male,M,135,457415,29.5
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Los Angeles County, CA",6037,White,2106-3,Female,F,884,3570696,24.8
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Los Angeles County, CA",6037,White,2106-3,Male,M,725,3574703,20.3
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Marin County, CA",6041,White,2106-3,Female,F,23,111806,20.6
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Marin County, CA",6041,White,2106-3,Male,M,19,107461,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Merced County, CA",6047,White,2106-3,Female,F,12,104406,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Merced County, CA",6047,White,2106-3,Male,M,10,105786,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Monterey County, CA",6053,White,2106-3,Female,F,28,165787,16.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Monterey County, CA",6053,White,2106-3,Male,M,16,176063,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Napa County, CA",6055,White,2106-3,Female,F,17,58882,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Napa County, CA",6055,White,2106-3,Male,M,17,58730,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Nevada County, CA",6057,White,2106-3,Female,F,11,47628,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Nevada County, CA",6057,White,2106-3,Male,M,14,46677,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Orange County, CA",6059,Asian or Pacific Islander,A-PI,Female,F,27,279464,9.7
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Orange County, CA",6059,Asian or Pacific Islander,A-PI,Male,M,28,258094,10.8
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Orange County, CA",6059,White,2106-3,Female,F,266,1152516,23.1
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Orange County, CA",6059,White,2106-3,Male,M,207,1142782,18.1
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Placer County, CA",6061,White,2106-3,Female,F,25,152029,16.4
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Placer County, CA",6061,White,2106-3,Male,M,33,145816,22.6
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Riverside County, CA",6065,Black or African American,2054-5,Male,M,11,76968,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Riverside County, CA",6065,White,2106-3,Female,F,119,869330,13.7
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Riverside County, CA",6065,White,2106-3,Male,M,121,871536,13.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Sacramento County, CA",6067,Asian or Pacific Islander,A-PI,Female,F,13,116490,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Sacramento County, CA",6067,Asian or Pacific Islander,A-PI,Male,M,18,108847,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Sacramento County, CA",6067,Black or African American,2054-5,Female,F,11,85387,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Sacramento County, CA",6067,White,2106-3,Female,F,107,489489,21.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Sacramento County, CA",6067,White,2106-3,Male,M,115,474237,24.2
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Bernardino County, CA",6071,White,2106-3,Female,F,125,798303,15.7
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Bernardino County, CA",6071,White,2106-3,Male,M,104,803391,12.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Diego County, CA",6073,Asian or Pacific Islander,A-PI,Female,F,10,191896,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Diego County, CA",6073,White,2106-3,Female,F,152,1182561,12.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Diego County, CA",6073,White,2106-3,Male,M,107,1201753,8.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Francisco County, CA",6075,Asian or Pacific Islander,A-PI,Female,F,40,146615,27.3
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Francisco County, CA",6075,Asian or Pacific Islander,A-PI,Male,M,29,128956,22.5
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Francisco County, CA",6075,Black or African American,2054-5,Female,F,11,28103,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Francisco County, CA",6075,White,2106-3,Female,F,65,206684,31.4
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Francisco County, CA",6075,White,2106-3,Male,M,63,232377,27.1
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Joaquin County, CA",6077,White,2106-3,Female,F,35,240469,14.6
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Joaquin County, CA",6077,White,2106-3,Male,M,38,242147,15.7
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Luis Obispo County, CA",6079,White,2106-3,Female,F,21,119346,17.6
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Luis Obispo County, CA",6079,White,2106-3,Male,M,13,122602,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Mateo County, CA",6081,Asian or Pacific Islander,A-PI,Female,F,15,100479,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Mateo County, CA",6081,Asian or Pacific Islander,A-PI,Male,M,11,89552,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Mateo County, CA",6081,White,2106-3,Female,F,92,236656,38.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"San Mateo County, CA",6081,White,2106-3,Male,M,79,235057,33.6
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Santa Barbara County, CA",6083,White,2106-3,Female,F,26,182568,14.2
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Santa Barbara County, CA",6083,White,2106-3,Male,M,25,183566,13.6
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Santa Clara County, CA",6085,Asian or Pacific Islander,A-PI,Female,F,29,286621,10.1
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Santa Clara County, CA",6085,Asian or Pacific Islander,A-PI,Male,M,28,277702,10.1
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Santa Clara County, CA",6085,White,2106-3,Female,F,126,525336,24
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Santa Clara County, CA",6085,White,2106-3,Male,M,90,542035,16.6
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Santa Cruz County, CA",6087,White,2106-3,Female,F,20,115547,17.3
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Santa Cruz County, CA",6087,White,2106-3,Male,M,16,115129,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Shasta County, CA",6089,White,2106-3,Female,F,31,82783,37.4
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Shasta County, CA",6089,White,2106-3,Male,M,21,79934,26.3
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Solano County, CA",6095,White,2106-3,Female,F,42,128612,32.7
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Solano County, CA",6095,White,2106-3,Male,M,30,132518,22.6
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Sonoma County, CA",6097,White,2106-3,Female,F,51,215301,23.7
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Sonoma County, CA",6097,White,2106-3,Male,M,45,209000,21.5
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Stanislaus County, CA",6099,White,2106-3,Female,F,59,224402,26.3
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Stanislaus County, CA",6099,White,2106-3,Male,M,39,220078,17.7
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Sutter County, CA",6101,White,2106-3,Female,F,18,37121,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Tulare County, CA",6107,White,2106-3,Female,F,42,190843,22
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Tulare County, CA",6107,White,2106-3,Male,M,27,191708,14.1
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Tuolumne County, CA",6109,White,2106-3,Female,F,12,25320,Unreliable
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Ventura County, CA",6111,White,2106-3,Female,F,49,352220,13.9
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Ventura County, CA",6111,White,2106-3,Male,M,43,350859,12.3
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Yolo County, CA",6113,White,2106-3,Female,F,21,79626,26.4
,2007,2007,#Influenza and pneumonia (J09-J18),GR113-076,"Yolo County, CA",6113,White,2106-3,Male,M,19,76322,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,Asian or Pacific Islander,A-PI,Female,F,18,209933,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,Asian or Pacific Islander,A-PI,Male,M,16,194546,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,Black or African American,2054-5,Female,F,13,112100,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,Black or African American,2054-5,Male,M,14,98521,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,White,2106-3,Female,F,95,410128,23.2
,2007,2007,Pneumonia (J12-J18),GR113-078,"Alameda County, CA",6001,White,2106-3,Male,M,71,411723,17.2
,2007,2007,Pneumonia (J12-J18),GR113-078,"Butte County, CA",6007,White,2106-3,Female,F,17,99802,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Butte County, CA",6007,White,2106-3,Male,M,24,96904,24.8
,2007,2007,Pneumonia (J12-J18),GR113-078,"Contra Costa County, CA",6013,Asian or Pacific Islander,A-PI,Male,M,11,74826,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Contra Costa County, CA",6013,Black or African American,2054-5,Female,F,11,56540,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Contra Costa County, CA",6013,White,2106-3,Female,F,79,371206,21.3
,2007,2007,Pneumonia (J12-J18),GR113-078,"Contra Costa County, CA",6013,White,2106-3,Male,M,57,362550,15.7
,2007,2007,Pneumonia (J12-J18),GR113-078,"El Dorado County, CA",6017,White,2106-3,Male,M,12,82834,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Fresno County, CA",6019,Asian or Pacific Islander,A-PI,Female,F,13,47356,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Fresno County, CA",6019,White,2106-3,Female,F,76,359295,21.2
,2007,2007,Pneumonia (J12-J18),GR113-078,"Fresno County, CA",6019,White,2106-3,Male,M,65,360280,18
,2007,2007,Pneumonia (J12-J18),GR113-078,"Humboldt County, CA",6023,White,2106-3,Female,F,12,58559,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Kern County, CA",6029,White,2106-3,Female,F,83,332842,24.9
,2007,2007,Pneumonia (J12-J18),GR113-078,"Kern County, CA",6029,White,2106-3,Male,M,39,354222,11
,2007,2007,Pneumonia (J12-J18),GR113-078,"Kings County, CA",6031,White,2106-3,Male,M,12,70885,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Lake County, CA",6033,White,2106-3,Male,M,10,29277,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,Asian or Pacific Islander,A-PI,Female,F,150,756010,19.8
,2007,2007,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,Asian or Pacific Islander,A-PI,Male,M,156,677259,23
,2007,2007,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,Black or African American,2054-5,Female,F,129,516792,25
,2007,2007,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,Black or African American,2054-5,Male,M,134,457415,29.3
,2007,2007,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,White,2106-3,Female,F,881,3570696,24.7
,2007,2007,Pneumonia (J12-J18),GR113-078,"Los Angeles County, CA",6037,White,2106-3,Male,M,723,3574703,20.2
,2007,2007,Pneumonia (J12-J18),GR113-078,"Marin County, CA",6041,White,2106-3,Female,F,21,111806,18.8
,2007,2007,Pneumonia (J12-J18),GR113-078,"Marin County, CA",6041,White,2106-3,Male,M,18,107461,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Merced County, CA",6047,White,2106-3,Female,F,11,104406,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Merced County, CA",6047,White,2106-3,Male,M,10,105786,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Monterey County, CA",6053,White,2106-3,Female,F,28,165787,16.9
,2007,2007,Pneumonia (J12-J18),GR113-078,"Monterey County, CA",6053,White,2106-3,Male,M,15,176063,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Napa County, CA",6055,White,2106-3,Female,F,17,58882,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Napa County, CA",6055,White,2106-3,Male,M,17,58730,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Nevada County, CA",6057,White,2106-3,Female,F,11,47628,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Nevada County, CA",6057,White,2106-3,Male,M,14,46677,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Orange County, CA",6059,Asian or Pacific Islander,A-PI,Female,F,27,279464,9.7
,2007,2007,Pneumonia (J12-J18),GR113-078,"Orange County, CA",6059,Asian or Pacific Islander,A-PI,Male,M,28,258094,10.8
,2007,2007,Pneumonia (J12-J18),GR113-078,"Orange County, CA",6059,White,2106-3,Female,F,264,1152516,22.9
,2007,2007,Pneumonia (J12-J18),GR113-078,"Orange County, CA",6059,White,2106-3,Male,M,206,1142782,18
,2007,2007,Pneumonia (J12-J18),GR113-078,"Placer County, CA",6061,White,2106-3,Female,F,24,152029,15.8
,2007,2007,Pneumonia (J12-J18),GR113-078,"Placer County, CA",6061,White,2106-3,Male,M,33,145816,22.6
,2007,2007,Pneumonia (J12-J18),GR113-078,"Riverside County, CA",6065,Black or African American,2054-5,Male,M,11,76968,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Riverside County, CA",6065,White,2106-3,Female,F,119,869330,13.7
,2007,2007,Pneumonia (J12-J18),GR113-078,"Riverside County, CA",6065,White,2106-3,Male,M,121,871536,13.9
,2007,2007,Pneumonia (J12-J18),GR113-078,"Sacramento County, CA",6067,Asian or Pacific Islander,A-PI,Female,F,13,116490,Unreliable
,2007,2007,Pneumonia (J12-J18),GR113-078,"Sacramento County, CA",6067,Asian or Pacific Islander,A-PI,Male,M,18,108847,Unreliable
