,Year,Year Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate,State_Abbreviation
1270,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Santa,6085.0,White,2106-3,Female,F,119.0,528301.0,22.5, CA
1271,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Santa,6085.0,White,2106-3,Male,M,96.0,545636.0,17.6, CA
1272,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Santa,6087.0,White,2106-3,Female,F,16.0,116696.0,Unreliable, CA
1273,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Santa,6087.0,White,2106-3,Male,M,11.0,116428.0,Unreliable, CA
1274,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Shasta,6089.0,White,2106-3,Female,F,15.0,83072.0,Unreliable, CA
1275,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Shasta,6089.0,White,2106-3,Male,M,14.0,79973.0,Unreliable, CA
1276,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Female,F,38.0,128131.0,29.7, CA
1277,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Male,M,27.0,131702.0,20.5, CA
1278,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Sonoma,6097.0,White,2106-3,Female,F,48.0,217501.0,22.1, CA
1279,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Sonoma,6097.0,White,2106-3,Male,M,49.0,210904.0,23.2, CA
1280,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Stanislaus,6099.0,White,2106-3,Female,F,41.0,224300.0,18.3, CA
1281,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Stanislaus,6099.0,White,2106-3,Male,M,48.0,219876.0,21.8, CA
1282,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Tehama,6103.0,White,2106-3,Female,F,12.0,29450.0,Unreliable, CA
1283,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Tehama,6103.0,White,2106-3,Male,M,11.0,29327.0,Unreliable, CA
1284,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Tulare,6107.0,White,2106-3,Female,F,33.0,193560.0,17, CA
1285,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Tulare,6107.0,White,2106-3,Male,M,30.0,194616.0,15.4, CA
1286,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Tuolumne,6109.0,White,2106-3,Female,F,14.0,25269.0,Unreliable, CA
1287,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Female,F,40.0,353928.0,11.3, CA
1288,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Male,M,51.0,352444.0,14.5, CA
1289,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Yolo,6113.0,White,2106-3,Female,F,29.0,80407.0,36.1, CA
1290,2008.0,2008.0,Pneumonia (J12-J18),GR113-078,Yolo,6113.0,White,2106-3,Male,M,15.0,76937.0,Unreliable, CA
1291,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,25.0,217317.0,11.5, CA
1292,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,35.0,200956.0,17.4, CA
1293,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Female,F,43.0,112156.0,38.3, CA
1294,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Male,M,33.0,99138.0,33.3, CA
1295,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Female,F,179.0,413139.0,43.3, CA
1296,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Male,M,140.0,414505.0,33.8, CA
1297,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Amador,6005.0,White,2106-3,Female,F,21.0,16645.0,126.2, CA
1298,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Amador,6005.0,White,2106-3,Male,M,15.0,18860.0,Unreliable, CA
1299,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Butte,6007.0,White,2106-3,Female,F,91.0,100299.0,90.7, CA
1300,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Butte,6007.0,White,2106-3,Male,M,80.0,97446.0,82.1, CA
1301,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Calaveras,6009.0,White,2106-3,Female,F,18.0,21963.0,Unreliable, CA
1302,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Calaveras,6009.0,White,2106-3,Male,M,17.0,21933.0,Unreliable, CA
1303,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Contra,6013.0,Asian or Pacific Islander,A-PI,Male,M,13.0,78076.0,Unreliable, CA
1304,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Contra,6013.0,Black or African American,2054-5,Female,F,17.0,57722.0,Unreliable, CA
1305,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Contra,6013.0,Black or African American,2054-5,Male,M,20.0,50521.0,39.6, CA
1306,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Contra,6013.0,White,2106-3,Female,F,200.0,373607.0,53.5, CA
1307,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Contra,6013.0,White,2106-3,Male,M,160.0,364754.0,43.9, CA
1308,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,El,6017.0,White,2106-3,Female,F,40.0,83260.0,48, CA
1309,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,El,6017.0,White,2106-3,Male,M,39.0,83385.0,46.8, CA
1310,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Female,F,173.0,362789.0,47.7, CA
1311,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Male,M,126.0,363578.0,34.7, CA
1312,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Female,F,48.0,58525.0,82, CA
1313,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Male,M,41.0,58535.0,70, CA
1314,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Imperial,6025.0,White,2106-3,Female,F,16.0,74939.0,Unreliable, CA
1315,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Imperial,6025.0,White,2106-3,Male,M,26.0,77241.0,33.7, CA
1316,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,Black or African American,2054-5,Male,M,13.0,31115.0,Unreliable, CA
1317,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,White,2106-3,Female,F,219.0,337972.0,64.8, CA
1318,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,White,2106-3,Male,M,201.0,359585.0,55.9, CA
1319,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Kings,6031.0,White,2106-3,Female,F,31.0,56049.0,55.3, CA
1320,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Kings,6031.0,White,2106-3,Male,M,20.0,71163.0,28.1, CA
1321,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Lake,6033.0,White,2106-3,Female,F,30.0,29177.0,102.8, CA
1322,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Lake,6033.0,White,2106-3,Male,M,25.0,29368.0,85.1, CA
1323,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Lassen,6035.0,White,2106-3,Female,F,12.0,11478.0,Unreliable, CA
1324,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Lassen,6035.0,White,2106-3,Male,M,11.0,18132.0,Unreliable, CA
1325,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Los,6037.0,Asian or Pacific Islander,A-PI,Female,F,110.0,769526.0,14.3, CA
1326,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Los,6037.0,Asian or Pacific Islander,A-PI,Male,M,169.0,687448.0,24.6, CA
1327,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Los,6037.0,Black or African American,2054-5,Female,F,177.0,513331.0,34.5, CA
1328,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Los,6037.0,Black or African American,2054-5,Male,M,171.0,455307.0,37.6, CA
1329,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Los,6037.0,White,2106-3,Female,F,1287.0,3574763.0,36, CA
1330,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Los,6037.0,White,2106-3,Male,M,1116.0,3579835.0,31.2, CA
1331,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Madera,6039.0,White,2106-3,Female,F,30.0,66915.0,44.8, CA
1332,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Madera,6039.0,White,2106-3,Male,M,35.0,63985.0,54.7, CA
1333,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Marin,6041.0,White,2106-3,Female,F,60.0,112415.0,53.4, CA
1334,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Marin,6041.0,White,2106-3,Male,M,33.0,108106.0,30.5, CA
1335,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Mariposa,6043.0,White,2106-3,Female,F,11.0,8501.0,Unreliable, CA
1336,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Mendocino,6045.0,White,2106-3,Female,F,20.0,39252.0,51, CA
1337,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Mendocino,6045.0,White,2106-3,Male,M,26.0,39316.0,66.1, CA
1338,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Merced,6047.0,White,2106-3,Female,F,35.0,104919.0,33.4, CA
1339,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Merced,6047.0,White,2106-3,Male,M,36.0,106343.0,33.9, CA
1340,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Monterey,6053.0,White,2106-3,Female,F,60.0,167378.0,35.8, CA
1341,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Monterey,6053.0,White,2106-3,Male,M,43.0,176977.0,24.3, CA
1342,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Napa,6055.0,White,2106-3,Female,F,30.0,59220.0,50.7, CA
1343,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Napa,6055.0,White,2106-3,Male,M,38.0,59385.0,64, CA
1344,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Nevada,6057.0,White,2106-3,Female,F,31.0,47814.0,64.8, CA
1345,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Nevada,6057.0,White,2106-3,Male,M,24.0,46780.0,51.3, CA
1346,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,18.0,288684.0,Unreliable, CA
1347,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,44.0,265253.0,16.6, CA
1348,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,White,2106-3,Female,F,539.0,1155503.0,46.6, CA
1349,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,White,2106-3,Male,M,357.0,1146669.0,31.1, CA
1350,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Placer,6061.0,White,2106-3,Female,F,91.0,155535.0,58.5, CA
1351,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Placer,6061.0,White,2106-3,Male,M,78.0,148698.0,52.5, CA
1352,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Plumas,6063.0,White,2106-3,Female,F,13.0,9656.0,Unreliable, CA
1353,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Asian or Pacific Islander,A-PI,Male,M,14.0,69779.0,Unreliable, CA
1354,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Black or African American,2054-5,Female,F,12.0,78950.0,Unreliable, CA
1355,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Black or African American,2054-5,Male,M,18.0,79410.0,Unreliable, CA
1356,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,White,2106-3,Female,F,476.0,880988.0,54, CA
1357,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,White,2106-3,Male,M,431.0,880766.0,48.9, CA
1358,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,13.0,120270.0,Unreliable, CA
1359,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,28.0,111785.0,25, CA
1360,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Black or African American,2054-5,Female,F,24.0,87223.0,27.5, CA
1361,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Black or African American,2054-5,Male,M,18.0,83736.0,Unreliable, CA
1362,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,White,2106-3,Female,F,266.0,490272.0,54.3, CA
1363,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,White,2106-3,Male,M,195.0,475189.0,41, CA
1364,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6071.0,Asian or Pacific Islander,A-PI,Male,M,12.0,70805.0,Unreliable, CA
1365,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6071.0,Black or African American,2054-5,Female,F,28.0,106291.0,26.3, CA
1366,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6071.0,Black or African American,2054-5,Male,M,29.0,100874.0,28.7, CA
1367,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6071.0,White,2106-3,Female,F,402.0,800558.0,50.2, CA
1368,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6071.0,White,2106-3,Male,M,352.0,804129.0,43.8, CA
1369,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6073.0,Asian or Pacific Islander,A-PI,Female,F,12.0,198600.0,Unreliable, CA
1370,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6073.0,Asian or Pacific Islander,A-PI,Male,M,26.0,177903.0,14.6, CA
1371,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6073.0,Black or African American,2054-5,Female,F,13.0,89284.0,Unreliable, CA
1372,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6073.0,Black or African American,2054-5,Male,M,14.0,99117.0,Unreliable, CA
1373,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6073.0,White,2106-3,Female,F,552.0,1195242.0,46.2, CA
1374,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6073.0,White,2106-3,Male,M,432.0,1217035.0,35.5, CA
1375,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6075.0,Asian or Pacific Islander,A-PI,Female,F,19.0,149561.0,Unreliable, CA
1376,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6075.0,Asian or Pacific Islander,A-PI,Male,M,44.0,131027.0,33.6, CA
1377,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6075.0,Black or African American,2054-5,Female,F,12.0,27718.0,Unreliable, CA
1378,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6075.0,Black or African American,2054-5,Male,M,11.0,28809.0,Unreliable, CA
1379,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6075.0,White,2106-3,Female,F,68.0,210086.0,32.4, CA
1380,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6075.0,White,2106-3,Male,M,77.0,236278.0,32.6, CA
1381,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6077.0,Asian or Pacific Islander,A-PI,Male,M,14.0,55506.0,Unreliable, CA
1382,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6077.0,White,2106-3,Female,F,139.0,240395.0,57.8, CA
1383,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6077.0,White,2106-3,Male,M,116.0,241729.0,48, CA
1384,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6079.0,White,2106-3,Female,F,76.0,120733.0,62.9, CA
1385,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6079.0,White,2106-3,Male,M,60.0,123997.0,48.4, CA
1386,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6081.0,Asian or Pacific Islander,A-PI,Male,M,10.0,92309.0,Unreliable, CA
1387,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6081.0,White,2106-3,Female,F,112.0,238425.0,47, CA
1388,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,San,6081.0,White,2106-3,Male,M,86.0,237159.0,36.3, CA
1389,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Santa,6083.0,White,2106-3,Female,F,81.0,184079.0,44, CA
1390,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Santa,6083.0,White,2106-3,Male,M,64.0,185278.0,34.5, CA
1391,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Santa,6085.0,Asian or Pacific Islander,A-PI,Female,F,15.0,297177.0,Unreliable, CA
1392,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Santa,6085.0,Asian or Pacific Islander,A-PI,Male,M,35.0,286654.0,12.2, CA
1393,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Santa,6085.0,White,2106-3,Female,F,201.0,528301.0,38, CA
1394,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Santa,6085.0,White,2106-3,Male,M,164.0,545636.0,30.1, CA
1395,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Santa,6087.0,White,2106-3,Female,F,37.0,116696.0,31.7, CA
1396,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Santa,6087.0,White,2106-3,Male,M,29.0,116428.0,24.9, CA
1397,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Shasta,6089.0,White,2106-3,Female,F,107.0,83072.0,128.8, CA
1398,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Shasta,6089.0,White,2106-3,Male,M,67.0,79973.0,83.8, CA
1399,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Siskiyou,6093.0,White,2106-3,Female,F,19.0,20577.0,Unreliable, CA
1400,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Siskiyou,6093.0,White,2106-3,Male,M,11.0,20201.0,Unreliable, CA
1401,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Solano,6095.0,Black or African American,2054-5,Male,M,10.0,35883.0,Unreliable, CA
1402,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Solano,6095.0,White,2106-3,Female,F,56.0,128131.0,43.7, CA
1403,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Solano,6095.0,White,2106-3,Male,M,59.0,131702.0,44.8, CA
1404,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sonoma,6097.0,White,2106-3,Female,F,120.0,217501.0,55.2, CA
1405,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sonoma,6097.0,White,2106-3,Male,M,83.0,210904.0,39.4, CA
1406,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Stanislaus,6099.0,White,2106-3,Female,F,90.0,224300.0,40.1, CA
1407,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Stanislaus,6099.0,White,2106-3,Male,M,101.0,219876.0,45.9, CA
1408,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sutter,6101.0,White,2106-3,Female,F,23.0,37219.0,61.8, CA
1409,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Sutter,6101.0,White,2106-3,Male,M,14.0,36873.0,Unreliable, CA
1410,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Tehama,6103.0,White,2106-3,Female,F,28.0,29450.0,95.1, CA
1411,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Tehama,6103.0,White,2106-3,Male,M,21.0,29327.0,71.6, CA
1412,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Tulare,6107.0,White,2106-3,Female,F,63.0,193560.0,32.5, CA
1413,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Tulare,6107.0,White,2106-3,Male,M,80.0,194616.0,41.1, CA
1414,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Tuolumne,6109.0,White,2106-3,Female,F,22.0,25269.0,87.1, CA
1415,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Tuolumne,6109.0,White,2106-3,Male,M,16.0,27374.0,Unreliable, CA
1416,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Ventura,6111.0,White,2106-3,Female,F,150.0,353928.0,42.4, CA
1417,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Ventura,6111.0,White,2106-3,Male,M,133.0,352444.0,37.7, CA
1418,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Yolo,6113.0,White,2106-3,Female,F,28.0,80407.0,34.8, CA
1419,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Yolo,6113.0,White,2106-3,Male,M,28.0,76937.0,36.4, CA
1420,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Yuba,6115.0,White,2106-3,Female,F,17.0,29568.0,Unreliable, CA
1421,2008.0,2008.0,#Chronic lower respiratory diseases (J40-J47),GR113-082,Yuba,6115.0,White,2106-3,Male,M,14.0,30102.0,Unreliable, CA
1422,2008.0,2008.0,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,Los,6037.0,White,2106-3,Male,M,12.0,3579835.0,Unreliable, CA
1423,2008.0,2008.0,Emphysema (J43),GR113-084,Alameda,6001.0,White,2106-3,Female,F,20.0,413139.0,4.8, CA
1424,2008.0,2008.0,Emphysema (J43),GR113-084,Alameda,6001.0,White,2106-3,Male,M,27.0,414505.0,6.5, CA
1425,2008.0,2008.0,Emphysema (J43),GR113-084,Contra,6013.0,White,2106-3,Female,F,12.0,373607.0,Unreliable, CA
1426,2008.0,2008.0,Emphysema (J43),GR113-084,Fresno,6019.0,White,2106-3,Female,F,11.0,362789.0,Unreliable, CA
1427,2008.0,2008.0,Emphysema (J43),GR113-084,Fresno,6019.0,White,2106-3,Male,M,10.0,363578.0,Unreliable, CA
1428,2008.0,2008.0,Emphysema (J43),GR113-084,Kern,6029.0,White,2106-3,Female,F,16.0,337972.0,Unreliable, CA
1429,2008.0,2008.0,Emphysema (J43),GR113-084,Kern,6029.0,White,2106-3,Male,M,14.0,359585.0,Unreliable, CA
1430,2008.0,2008.0,Emphysema (J43),GR113-084,Los,6037.0,Black or African American,2054-5,Female,F,11.0,513331.0,Unreliable, CA
1431,2008.0,2008.0,Emphysema (J43),GR113-084,Los,6037.0,Black or African American,2054-5,Male,M,15.0,455307.0,Unreliable, CA
1432,2008.0,2008.0,Emphysema (J43),GR113-084,Los,6037.0,White,2106-3,Female,F,118.0,3574763.0,3.3, CA
1433,2008.0,2008.0,Emphysema (J43),GR113-084,Los,6037.0,White,2106-3,Male,M,104.0,3579835.0,2.9, CA
1434,2008.0,2008.0,Emphysema (J43),GR113-084,Orange,6059.0,White,2106-3,Female,F,53.0,1155503.0,4.6, CA
1435,2008.0,2008.0,Emphysema (J43),GR113-084,Orange,6059.0,White,2106-3,Male,M,30.0,1146669.0,2.6, CA
1436,2008.0,2008.0,Emphysema (J43),GR113-084,Riverside,6065.0,White,2106-3,Female,F,26.0,880988.0,3, CA
1437,2008.0,2008.0,Emphysema (J43),GR113-084,Riverside,6065.0,White,2106-3,Male,M,23.0,880766.0,2.6, CA
1438,2008.0,2008.0,Emphysema (J43),GR113-084,Sacramento,6067.0,White,2106-3,Female,F,20.0,490272.0,4.1, CA
1439,2008.0,2008.0,Emphysema (J43),GR113-084,Sacramento,6067.0,White,2106-3,Male,M,22.0,475189.0,4.6, CA
1440,2008.0,2008.0,Emphysema (J43),GR113-084,San,6071.0,White,2106-3,Female,F,21.0,800558.0,2.6, CA
1441,2008.0,2008.0,Emphysema (J43),GR113-084,San,6071.0,White,2106-3,Male,M,37.0,804129.0,4.6, CA
1442,2008.0,2008.0,Emphysema (J43),GR113-084,San,6073.0,White,2106-3,Female,F,42.0,1195242.0,3.5, CA
1443,2008.0,2008.0,Emphysema (J43),GR113-084,San,6073.0,White,2106-3,Male,M,39.0,1217035.0,3.2, CA
1444,2008.0,2008.0,Emphysema (J43),GR113-084,San,6075.0,White,2106-3,Female,F,10.0,210086.0,Unreliable, CA
1445,2008.0,2008.0,Emphysema (J43),GR113-084,San,6077.0,White,2106-3,Female,F,11.0,240395.0,Unreliable, CA
1446,2008.0,2008.0,Emphysema (J43),GR113-084,San,6077.0,White,2106-3,Male,M,15.0,241729.0,Unreliable, CA
1447,2008.0,2008.0,Emphysema (J43),GR113-084,San,6081.0,White,2106-3,Female,F,11.0,238425.0,Unreliable, CA
1448,2008.0,2008.0,Emphysema (J43),GR113-084,Santa,6083.0,White,2106-3,Female,F,10.0,184079.0,Unreliable, CA
1449,2008.0,2008.0,Emphysema (J43),GR113-084,Santa,6083.0,White,2106-3,Male,M,11.0,185278.0,Unreliable, CA
1450,2008.0,2008.0,Emphysema (J43),GR113-084,Santa,6085.0,White,2106-3,Female,F,23.0,528301.0,4.4, CA
1451,2008.0,2008.0,Emphysema (J43),GR113-084,Santa,6085.0,White,2106-3,Male,M,23.0,545636.0,4.2, CA
