Notes,County,County Code,Gender,Gender Code,Year,Year Code,Race,Race Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
,"Kern County, CA",6029,Male,M,2016,2016,Asian or Pacific Islander,A-PI,108,25447,424.4,498.2,0
,"Kern County, CA",6029,Male,M,2016,2016,Black or African American,2054-5,200,32869,608.5,1015.1,0
,"Kern County, CA",6029,Male,M,2016,2016,White,2106-3,2909,381910,761.7,995.1,0.001
,"Kings County, CA",6031,Female,F,2006,2006,Asian or Pacific Islander,A-PI,10,3268,306.0 (Unreliable),364.9 (Unreliable),0
,"Kings County, CA",6031,Female,F,2006,2006,Black or African American,2054-5,17,3651,465.6 (Unreliable),717.8 (Unreliable),0
,"Kings County, CA",6031,Female,F,2006,2006,White,2106-3,327,54266,602.6,717.6,0
,"Kings County, CA",6031,Female,F,2007,2007,Asian or Pacific Islander,A-PI,11,3393,324.2 (Unreliable),370.1 (Unreliable),0
,"Kings County, CA",6031,Female,F,2007,2007,Black or African American,2054-5,20,3695,541.3,799.5,0
,"Kings County, CA",6031,Female,F,2007,2007,White,2106-3,330,55221,597.6,706.2,0
,"Kings County, CA",6031,Female,F,2008,2008,Black or African American,2054-5,23,3760,611.7,901.6,0
,"Kings County, CA",6031,Female,F,2008,2008,White,2106-3,339,56049,604.8,704.5,0
,"Kings County, CA",6031,Female,F,2009,2009,Asian or Pacific Islander,A-PI,15,3710,404.3 (Unreliable),509.8 (Unreliable),0
,"Kings County, CA",6031,Female,F,2009,2009,Black or African American,2054-5,26,3826,679.6,1117.1,0
,"Kings County, CA",6031,Female,F,2009,2009,White,2106-3,344,56392,610.0,703.6,0
,"Kings County, CA",6031,Female,F,2010,2010,Asian or Pacific Islander,A-PI,18,3783,475.8 (Unreliable),564.6 (Unreliable),0
,"Kings County, CA",6031,Female,F,2010,2010,Black or African American,2054-5,12,3909,307.0 (Unreliable),389.7 (Unreliable),0
,"Kings County, CA",6031,Female,F,2010,2010,White,2106-3,334,56561,590.5,673.1,0
,"Kings County, CA",6031,Female,F,2011,2011,Black or African American,2054-5,19,3942,482.0 (Unreliable),796.9 (Unreliable),0
,"Kings County, CA",6031,Female,F,2011,2011,White,2106-3,311,56639,549.1,621.3,0
,"Kings County, CA",6031,Female,F,2012,2012,Asian or Pacific Islander,A-PI,11,3865,284.6 (Unreliable),328.1 (Unreliable),0
,"Kings County, CA",6031,Female,F,2012,2012,Black or African American,2054-5,20,3839,521.0,795.6,0
,"Kings County, CA",6031,Female,F,2012,2012,White,2106-3,321,56492,568.2,633.4,0
,"Kings County, CA",6031,Female,F,2013,2013,Asian or Pacific Islander,A-PI,17,3891,436.9 (Unreliable),443.5 (Unreliable),0
,"Kings County, CA",6031,Female,F,2013,2013,Black or African American,2054-5,26,3853,674.8,852.4,0
,"Kings County, CA",6031,Female,F,2013,2013,White,2106-3,379,56655,669.0,731.0,0
,"Kings County, CA",6031,Female,F,2014,2014,Asian or Pacific Islander,A-PI,10,3977,251.4 (Unreliable),242.2 (Unreliable),0
,"Kings County, CA",6031,Female,F,2014,2014,Black or African American,2054-5,21,3909,537.2,737.9,0
,"Kings County, CA",6031,Female,F,2014,2014,White,2106-3,317,56707,559.0,612.3,0
,"Kings County, CA",6031,Female,F,2015,2015,Asian or Pacific Islander,A-PI,15,4028,372.4 (Unreliable),378.1 (Unreliable),0
,"Kings County, CA",6031,Female,F,2015,2015,Black or African American,2054-5,19,3899,487.3 (Unreliable),686.7 (Unreliable),0
,"Kings County, CA",6031,Female,F,2015,2015,White,2106-3,332,56954,582.9,631.0,0
,"Kings County, CA",6031,Female,F,2016,2016,Asian or Pacific Islander,A-PI,20,4112,486.4,440.3,0
,"Kings County, CA",6031,Female,F,2016,2016,Black or African American,2054-5,27,3875,696.8,1034.1,0
,"Kings County, CA",6031,Female,F,2016,2016,White,2106-3,318,56782,560.0,577.6,0
,"Kings County, CA",6031,Male,M,2006,2006,Black or African American,2054-5,42,9480,443.0,1283.5,0
,"Kings County, CA",6031,Male,M,2006,2006,White,2106-3,394,69783,564.6,966.2,0
,"Kings County, CA",6031,Male,M,2007,2007,Asian or Pacific Islander,A-PI,14,3236,432.6 (Unreliable),855.0 (Unreliable),0
,"Kings County, CA",6031,Male,M,2007,2007,Black or African American,2054-5,34,9639,352.7,878.6,0
,"Kings County, CA",6031,Male,M,2007,2007,White,2106-3,401,70885,565.7,912.0,0
,"Kings County, CA",6031,Male,M,2008,2008,Black or African American,2054-5,19,9551,198.9 (Unreliable),576.1 (Unreliable),0
,"Kings County, CA",6031,Male,M,2008,2008,White,2106-3,357,71163,501.7,853.4,0
,"Kings County, CA",6031,Male,M,2009,2009,Asian or Pacific Islander,A-PI,14,3554,393.9 (Unreliable),617.0 (Unreliable),0
,"Kings County, CA",6031,Male,M,2009,2009,Black or African American,2054-5,36,9277,388.1,1299.3,0
,"Kings County, CA",6031,Male,M,2009,2009,White,2106-3,357,70601,505.7,831.2,0
,"Kings County, CA",6031,Male,M,2010,2010,Asian or Pacific Islander,A-PI,14,3598,389.1 (Unreliable),774.2 (Unreliable),0
,"Kings County, CA",6031,Male,M,2010,2010,Black or African American,2054-5,27,9276,291.1,792.9,0
,"Kings County, CA",6031,Male,M,2010,2010,White,2106-3,367,70677,519.3,836.5,0
,"Kings County, CA",6031,Male,M,2011,2011,Black or African American,2054-5,39,8837,441.3,1257.6,0
,"Kings County, CA",6031,Male,M,2011,2011,White,2106-3,382,69902,546.5,830.4,0
,"Kings County, CA",6031,Male,M,2012,2012,Black or African American,2054-5,26,8625,301.4,945.6,0
,"Kings County, CA",6031,Male,M,2012,2012,White,2106-3,376,69413,541.7,796.3,0
,"Kings County, CA",6031,Male,M,2013,2013,Asian or Pacific Islander,A-PI,19,3607,526.8 (Unreliable),794.8 (Unreliable),0
,"Kings County, CA",6031,Male,M,2013,2013,Black or African American,2054-5,36,8383,429.4,1215.3,0
,"Kings County, CA",6031,Male,M,2013,2013,White,2106-3,345,68820,501.3,735.4,0
,"Kings County, CA",6031,Male,M,2014,2014,Black or African American,2054-5,18,8160,220.6 (Unreliable),687.6 (Unreliable),0
,"Kings County, CA",6031,Male,M,2014,2014,White,2106-3,389,68038,571.7,804.9,0
,"Kings County, CA",6031,Male,M,2015,2015,Black or African American,2054-5,21,8173,256.9,460.5,0
,"Kings County, CA",6031,Male,M,2015,2015,White,2106-3,372,68256,545.0,786.8,0
,"Kings County, CA",6031,Male,M,2016,2016,American Indian or Alaska Native,1002-5,13,2858,454.9 (Unreliable),777.3 (Unreliable),0
,"Kings County, CA",6031,Male,M,2016,2016,Asian or Pacific Islander,A-PI,13,3730,348.5 (Unreliable),418.5 (Unreliable),0
,"Kings County, CA",6031,Male,M,2016,2016,Black or African American,2054-5,27,8073,334.4,1029.6,0
,"Kings County, CA",6031,Male,M,2016,2016,White,2106-3,408,67798,601.8,835.5,0
,"Lake County, CA",6033,Female,F,2006,2006,White,2106-3,371,29394,1262.2,878.4,0
,"Lake County, CA",6033,Female,F,2007,2007,American Indian or Alaska Native,1002-5,12,1500,800.0 (Unreliable),1168.3 (Unreliable),0
,"Lake County, CA",6033,Female,F,2007,2007,Black or African American,2054-5,10,781,1280.4 (Unreliable),1191.9 (Unreliable),0
,"Lake County, CA",6033,Female,F,2007,2007,White,2106-3,346,29190,1185.3,801.4,0
,"Lake County, CA",6033,Female,F,2008,2008,Black or African American,2054-5,10,776,1288.7 (Unreliable),861.0 (Unreliable),0
,"Lake County, CA",6033,Female,F,2008,2008,White,2106-3,330,29177,1131.0,755.1,0
,"Lake County, CA",6033,Female,F,2009,2009,Black or African American,2054-5,10,724,1381.2 (Unreliable),875.5 (Unreliable),0
,"Lake County, CA",6033,Female,F,2009,2009,White,2106-3,352,29164,1207.0,823.7,0
,"Lake County, CA",6033,Female,F,2010,2010,White,2106-3,311,29237,1063.7,727.7,0
,"Lake County, CA",6033,Female,F,2011,2011,American Indian or Alaska Native,1002-5,10,1631,613.1 (Unreliable),959.7 (Unreliable),0
,"Lake County, CA",6033,Female,F,2011,2011,White,2106-3,358,29005,1234.3,810.8,0
,"Lake County, CA",6033,Female,F,2012,2012,Black or African American,2054-5,13,788,1649.7 (Unreliable),1158.5 (Unreliable),0
,"Lake County, CA",6033,Female,F,2012,2012,White,2106-3,358,28880,1239.6,787.1,0
,"Lake County, CA",6033,Female,F,2013,2013,American Indian or Alaska Native,1002-5,13,1658,784.1 (Unreliable),1009.0 (Unreliable),0
,"Lake County, CA",6033,Female,F,2013,2013,White,2106-3,334,28839,1158.2,716.5,0
,"Lake County, CA",6033,Female,F,2014,2014,American Indian or Alaska Native,1002-5,11,1656,664.3 (Unreliable),746.5 (Unreliable),0
,"Lake County, CA",6033,Female,F,2014,2014,White,2106-3,336,28954,1160.5,747.1,0
,"Lake County, CA",6033,Female,F,2015,2015,American Indian or Alaska Native,1002-5,11,1689,651.3 (Unreliable),682.9 (Unreliable),0
,"Lake County, CA",6033,Female,F,2015,2015,Black or African American,2054-5,10,856,1168.2 (Unreliable),881.5 (Unreliable),0
,"Lake County, CA",6033,Female,F,2015,2015,White,2106-3,371,29130,1273.6,810.1,0
,"Lake County, CA",6033,Female,F,2016,2016,American Indian or Alaska Native,1002-5,14,1677,834.8 (Unreliable),928.3 (Unreliable),0
,"Lake County, CA",6033,Female,F,2016,2016,White,2106-3,365,28887,1263.5,800.4,0
,"Lake County, CA",6033,Male,M,2006,2006,Black or African American,2054-5,11,886,1241.5 (Unreliable),1142.0 (Unreliable),0
,"Lake County, CA",6033,Male,M,2006,2006,White,2106-3,361,29300,1232.1,999.6,0
,"Lake County, CA",6033,Male,M,2007,2007,American Indian or Alaska Native,1002-5,11,1405,782.9 (Unreliable),1061.7 (Unreliable),0
,"Lake County, CA",6033,Male,M,2007,2007,Black or African American,2054-5,13,899,1446.1 (Unreliable),1162.1 (Unreliable),0
,"Lake County, CA",6033,Male,M,2007,2007,White,2106-3,417,29277,1424.3,1155.2,0
,"Lake County, CA",6033,Male,M,2008,2008,American Indian or Alaska Native,1002-5,13,1491,871.9 (Unreliable),1293.6 (Unreliable),0
,"Lake County, CA",6033,Male,M,2008,2008,Black or African American,2054-5,19,906,2097.1 (Unreliable),1921.4 (Unreliable),0
,"Lake County, CA",6033,Male,M,2008,2008,White,2106-3,385,29368,1311.0,1048.6,0
,"Lake County, CA",6033,Male,M,2009,2009,American Indian or Alaska Native,1002-5,13,1594,815.6 (Unreliable),1133.7 (Unreliable),0
,"Lake County, CA",6033,Male,M,2009,2009,White,2106-3,392,29333,1336.4,1031.1,0
,"Lake County, CA",6033,Male,M,2010,2010,Black or African American,2054-5,16,956,1673.6 (Unreliable),1407.8 (Unreliable),0
,"Lake County, CA",6033,Male,M,2010,2010,White,2106-3,408,29390,1388.2,1092.9,0
,"Lake County, CA",6033,Male,M,2011,2011,American Indian or Alaska Native,1002-5,17,1611,1055.2 (Unreliable),1350.4 (Unreliable),0
,"Lake County, CA",6033,Male,M,2011,2011,Black or African American,2054-5,11,949,1159.1 (Unreliable),843.1 (Unreliable),0
,"Lake County, CA",6033,Male,M,2011,2011,White,2106-3,411,29060,1414.3,1088.9,0
,"Lake County, CA",6033,Male,M,2012,2012,Black or African American,2054-5,15,947,1583.9 (Unreliable),1266.9 (Unreliable),0
,"Lake County, CA",6033,Male,M,2012,2012,White,2106-3,419,28884,1450.6,1106.5,0
,"Lake County, CA",6033,Male,M,2013,2013,American Indian or Alaska Native,1002-5,11,1623,677.8 (Unreliable),1164.3 (Unreliable),0
,"Lake County, CA",6033,Male,M,2013,2013,Black or African American,2054-5,16,979,1634.3 (Unreliable),1484.6 (Unreliable),0
,"Lake County, CA",6033,Male,M,2013,2013,White,2106-3,448,28663,1563.0,1153.6,0
,"Lake County, CA",6033,Male,M,2014,2014,Black or African American,2054-5,13,1011,1285.9 (Unreliable),1238.8 (Unreliable),0
,"Lake County, CA",6033,Male,M,2014,2014,White,2106-3,384,28766,1334.9,1007.7,0
,"Lake County, CA",6033,Male,M,2015,2015,American Indian or Alaska Native,1002-5,13,1631,797.1 (Unreliable),910.9 (Unreliable),0
,"Lake County, CA",6033,Male,M,2015,2015,Black or African American,2054-5,10,1006,994.0 (Unreliable),866.5 (Unreliable),0
,"Lake County, CA",6033,Male,M,2015,2015,White,2106-3,493,28863,1708.1,1246.5,0
,"Lake County, CA",6033,Male,M,2016,2016,American Indian or Alaska Native,1002-5,19,1669,1138.4 (Unreliable),1613.9 (Unreliable),0
,"Lake County, CA",6033,Male,M,2016,2016,Black or African American,2054-5,20,1020,1960.8,1971.4,0
,"Lake County, CA",6033,Male,M,2016,2016,White,2106-3,423,28700,1473.9,1031.0,0
,"Lassen County, CA",6035,Female,F,2006,2006,White,2106-3,109,11428,953.8,834.2,0
,"Lassen County, CA",6035,Female,F,2007,2007,White,2106-3,91,11443,795.2,673.2,0
,"Lassen County, CA",6035,Female,F,2008,2008,White,2106-3,127,11478,1106.5,945.5,0
,"Lassen County, CA",6035,Female,F,2009,2009,White,2106-3,85,11482,740.3,618.2,0
,"Lassen County, CA",6035,Female,F,2010,2010,White,2106-3,109,11368,958.8,797.9,0
,"Lassen County, CA",6035,Female,F,2011,2011,White,2106-3,98,11039,887.8,713.2,0
,"Lassen County, CA",6035,Female,F,2012,2012,White,2106-3,91,10776,844.5,662.3,0
,"Lassen County, CA",6035,Female,F,2013,2013,White,2106-3,113,10592,1066.8,779.6,0
,"Lassen County, CA",6035,Female,F,2014,2014,White,2106-3,89,10352,859.7,623.7,0
,"Lassen County, CA",6035,Female,F,2015,2015,White,2106-3,101,10333,977.5,685.3,0
,"Lassen County, CA",6035,Female,F,2016,2016,White,2106-3,115,10404,1105.3,756.1,0
,"Lassen County, CA",6035,Male,M,2006,2006,White,2106-3,116,17767,652.9,970.7,0
,"Lassen County, CA",6035,Male,M,2007,2007,White,2106-3,111,18359,604.6,818.0,0
,"Lassen County, CA",6035,Male,M,2008,2008,White,2106-3,109,18132,601.1,811.4,0
,"Lassen County, CA",6035,Male,M,2009,2009,White,2106-3,140,18095,773.7,973.5,0
,"Lassen County, CA",6035,Male,M,2010,2010,White,2106-3,120,17937,669.0,858.9,0
,"Lassen County, CA",6035,Male,M,2011,2011,White,2106-3,114,17595,647.9,831.2,0
,"Lassen County, CA",6035,Male,M,2012,2012,White,2106-3,119,17205,691.7,787.7,0
,"Lassen County, CA",6035,Male,M,2013,2013,White,2106-3,123,16303,754.5,818.0,0
,"Lassen County, CA",6035,Male,M,2014,2014,White,2106-3,103,16093,640.0,716.3,0
,"Lassen County, CA",6035,Male,M,2015,2015,White,2106-3,128,15790,810.6,847.6,0
,"Lassen County, CA",6035,Male,M,2016,2016,White,2106-3,120,15409,778.8,761.1,0
,"Los Angeles County, CA",6037,Female,F,2006,2006,American Indian or Alaska Native,1002-5,92,70293,130.9,256.3,0
,"Los Angeles County, CA",6037,Female,F,2006,2006,Asian or Pacific Islander,A-PI,2789,745149,374.3,374.0,0.001
,"Los Angeles County, CA",6037,Female,F,2006,2006,Black or African American,2054-5,4058,523263,775.5,826.9,0.002
,"Los Angeles County, CA",6037,Female,F,2006,2006,White,2106-3,22550,3596452,627.0,610.3,0.008
,"Los Angeles County, CA",6037,Female,F,2007,2007,American Indian or Alaska Native,1002-5,72,72909,98.8,181.9,0
,"Los Angeles County, CA",6037,Female,F,2007,2007,Asian or Pacific Islander,A-PI,2905,756010,384.3,371.7,0.001
,"Los Angeles County, CA",6037,Female,F,2007,2007,Black or African American,2054-5,3993,516792,772.7,801.3,0.001
,"Los Angeles County, CA",6037,Female,F,2007,2007,White,2106-3,21744,3570696,609.0,581.5,0.008
,"Los Angeles County, CA",6037,Female,F,2008,2008,American Indian or Alaska Native,1002-5,94,76622,122.7,212.9,0
,"Los Angeles County, CA",6037,Female,F,2008,2008,Asian or Pacific Islander,A-PI,3067,769526,398.6,370.4,0.001
,"Los Angeles County, CA",6037,Female,F,2008,2008,Black or African American,2054-5,3872,513331,754.3,774.2,0.001
,"Los Angeles County, CA",6037,Female,F,2008,2008,White,2106-3,21668,3574763,606.1,571.5,0.008
,"Los Angeles County, CA",6037,Female,F,2009,2009,American Indian or Alaska Native,1002-5,90,80612,111.6,175.4,0
,"Los Angeles County, CA",6037,Female,F,2009,2009,Asian or Pacific Islander,A-PI,3032,781741,387.9,351.7,0.001
,"Los Angeles County, CA",6037,Female,F,2009,2009,Black or African American,2054-5,3919,513103,763.8,760.7,0.001
,"Los Angeles County, CA",6037,Female,F,2009,2009,White,2106-3,21363,3585857,595.8,555.9,0.008
,"Los Angeles County, CA",6037,Female,F,2010,2010,American Indian or Alaska Native,1002-5,95,83534,113.7,199.5,0
,"Los Angeles County, CA",6037,Female,F,2010,2010,Asian or Pacific Islander,A-PI,3099,789365,392.6,346.8,0.001
,"Los Angeles County, CA",6037,Female,F,2010,2010,Black or African American,2054-5,3801,513727,739.9,720.2,0.001
,"Los Angeles County, CA",6037,Female,F,2010,2010,White,2106-3,20865,3592325,580.8,534.2,0.008
,"Los Angeles County, CA",6037,Female,F,2011,2011,American Indian or Alaska Native,1002-5,99,83818,118.1,189.6,0
,"Los Angeles County, CA",6037,Female,F,2011,2011,Asian or Pacific Islander,A-PI,3282,801765,409.3,345.6,0.001
,"Los Angeles County, CA",6037,Female,F,2011,2011,Black or African American,2054-5,3894,513218,758.7,724.8,0.001
,"Los Angeles County, CA",6037,Female,F,2011,2011,White,2106-3,21658,3617988,598.6,538.2,0.008
,"Los Angeles County, CA",6037,Female,F,2012,2012,American Indian or Alaska Native,1002-5,94,84296,111.5,180.3,0
,"Los Angeles County, CA",6037,Female,F,2012,2012,Asian or Pacific Islander,A-PI,3473,814560,426.4,346.2,0.001
,"Los Angeles County, CA",6037,Female,F,2012,2012,Black or African American,2054-5,3845,514472,747.4,698.1,0.001
,"Los Angeles County, CA",6037,Female,F,2012,2012,White,2106-3,21554,3636788,592.7,528.2,0.008
,"Los Angeles County, CA",6037,Female,F,2013,2013,American Indian or Alaska Native,1002-5,125,84407,148.1,220.2,0
,"Los Angeles County, CA",6037,Female,F,2013,2013,Asian or Pacific Islander,A-PI,3581,828305,432.3,338.7,0.001
,"Los Angeles County, CA",6037,Female,F,2013,2013,Black or African American,2054-5,3875,515592,751.6,691.3,0.001
,"Los Angeles County, CA",6037,Female,F,2013,2013,White,2106-3,21765,3653102,595.8,522.8,0.008
,"Los Angeles County, CA",6037,Female,F,2014,2014,American Indian or Alaska Native,1002-5,127,84508,150.3,212.9,0
,"Los Angeles County, CA",6037,Female,F,2014,2014,Asian or Pacific Islander,A-PI,3501,842046,415.8,313.1,0.001
,"Los Angeles County, CA",6037,Female,F,2014,2014,Black or African American,2054-5,3848,515386,746.6,670.8,0.001
,"Los Angeles County, CA",6037,Female,F,2014,2014,White,2106-3,21112,3664931,576.1,499.0,0.008
,"Los Angeles County, CA",6037,Female,F,2015,2015,American Indian or Alaska Native,1002-5,138,84982,162.4,236.5,0
,"Los Angeles County, CA",6037,Female,F,2015,2015,Asian or Pacific Islander,A-PI,3901,855904,455.8,331.5,0.001
,"Los Angeles County, CA",6037,Female,F,2015,2015,Black or African American,2054-5,4104,514737,797.3,695.2,0.002
,"Los Angeles County, CA",6037,Female,F,2015,2015,White,2106-3,22226,3674735,604.8,515.2,0.008
,"Los Angeles County, CA",6037,Female,F,2016,2016,American Indian or Alaska Native,1002-5,123,85390,144.0,203.9,0
,"Los Angeles County, CA",6037,Female,F,2016,2016,Asian or Pacific Islander,A-PI,3981,866918,459.2,325.4,0.001
,"Los Angeles County, CA",6037,Female,F,2016,2016,Black or African American,2054-5,4062,513846,790.5,673.5,0.002
,"Los Angeles County, CA",6037,Female,F,2016,2016,White,2106-3,22273,3677792,605.6,510.5,0.008
,"Los Angeles County, CA",6037,Male,M,2006,2006,American Indian or Alaska Native,1002-5,107,71291,150.1,316.6,0
,"Los Angeles County, CA",6037,Male,M,2006,2006,Asian or Pacific Islander,A-PI,3133,669290,468.1,568.7,0.001
,"Los Angeles County, CA",6037,Male,M,2006,2006,Black or African American,2054-5,4242,462314,917.6,1243.5,0.002
,"Los Angeles County, CA",6037,Male,M,2006,2006,White,2106-3,22670,3599903,629.7,852.0,0.008
,"Los Angeles County, CA",6037,Male,M,2007,2007,American Indian or Alaska Native,1002-5,83,74575,111.3,244.2,0
,"Los Angeles County, CA",6037,Male,M,2007,2007,Asian or Pacific Islander,A-PI,3222,677259,475.7,560.9,0.001
,"Los Angeles County, CA",6037,Male,M,2007,2007,Black or African American,2054-5,4133,457415,903.6,1208.0,0.002
,"Los Angeles County, CA",6037,Male,M,2007,2007,White,2106-3,22231,3574703,621.9,820.4,0.008
,"Los Angeles County, CA",6037,Male,M,2008,2008,American Indian or Alaska Native,1002-5,107,78315,136.6,300.9,0
,"Los Angeles County, CA",6037,Male,M,2008,2008,Asian or Pacific Islander,A-PI,3322,687448,483.2,556.5,0.001
,"Los Angeles County, CA",6037,Male,M,2008,2008,Black or African American,2054-5,3932,455307,863.6,1134.7,0.001
,"Los Angeles County, CA",6037,Male,M,2008,2008,White,2106-3,22129,3579835,618.2,801.7,0.008
,"Los Angeles County, CA",6037,Male,M,2009,2009,American Indian or Alaska Native,1002-5,103,83093,124.0,273.2,0
,"Los Angeles County, CA",6037,Male,M,2009,2009,Asian or Pacific Islander,A-PI,3320,695663,477.2,531.8,0.001
,"Los Angeles County, CA",6037,Male,M,2009,2009,Black or African American,2054-5,4004,456284,877.5,1111.6,0.001
,"Los Angeles County, CA",6037,Male,M,2009,2009,White,2106-3,22079,3591047,614.8,786.0,0.008
,"Los Angeles County, CA",6037,Male,M,2010,2010,American Indian or Alaska Native,1002-5,130,86159,150.9,328.9,0
,"Los Angeles County, CA",6037,Male,M,2010,2010,Asian or Pacific Islander,A-PI,3326,701348,474.2,522.1,0.001
,"Los Angeles County, CA",6037,Male,M,2010,2010,Black or African American,2054-5,3757,457003,822.1,1032.5,0.001
,"Los Angeles County, CA",6037,Male,M,2010,2010,White,2106-3,21710,3595144,603.9,761.3,0.008
,"Los Angeles County, CA",6037,Male,M,2011,2011,American Indian or Alaska Native,1002-5,116,86424,134.2,283.7,0
,"Los Angeles County, CA",6037,Male,M,2011,2011,Asian or Pacific Islander,A-PI,3426,711327,481.6,508.8,0.001
,"Los Angeles County, CA",6037,Male,M,2011,2011,Black or African American,2054-5,3869,457479,845.7,1040.8,0.001
,"Los Angeles County, CA",6037,Male,M,2011,2011,White,2106-3,22012,3616457,608.7,750.8,0.008
,"Los Angeles County, CA",6037,Male,M,2012,2012,American Indian or Alaska Native,1002-5,135,86667,155.8,279.6,0
,"Los Angeles County, CA",6037,Male,M,2012,2012,Asian or Pacific Islander,A-PI,3566,722125,493.8,505.0,0.001
,"Los Angeles County, CA",6037,Male,M,2012,2012,Black or African American,2054-5,3894,460040,846.4,1020.1,0.001
,"Los Angeles County, CA",6037,Male,M,2012,2012,White,2106-3,22114,3634607,608.4,735.3,0.008
,"Los Angeles County, CA",6037,Male,M,2013,2013,American Indian or Alaska Native,1002-5,127,86669,146.5,289.6,0
,"Los Angeles County, CA",6037,Male,M,2013,2013,Asian or Pacific Islander,A-PI,3719,734295,506.5,502.9,0.001
,"Los Angeles County, CA",6037,Male,M,2013,2013,Black or African American,2054-5,3952,462412,854.6,1009.6,0.001
,"Los Angeles County, CA",6037,Male,M,2013,2013,White,2106-3,22739,3650654,622.9,739.6,0.009
,"Los Angeles County, CA",6037,Male,M,2014,2014,American Indian or Alaska Native,1002-5,118,86762,136.0,252.2,0
,"Los Angeles County, CA",6037,Male,M,2014,2014,Asian or Pacific Islander,A-PI,3602,747031,482.2,461.7,0.001
,"Los Angeles County, CA",6037,Male,M,2014,2014,Black or African American,2054-5,3957,463053,854.5,983.3,0.001
,"Los Angeles County, CA",6037,Male,M,2014,2014,White,2106-3,22521,3662898,614.8,716.7,0.008
,"Los Angeles County, CA",6037,Male,M,2015,2015,American Indian or Alaska Native,1002-5,117,87067,134.4,238.7,0
,"Los Angeles County, CA",6037,Male,M,2015,2015,Asian or Pacific Islander,A-PI,4089,759200,538.6,501.3,0.002
,"Los Angeles County, CA",6037,Male,M,2015,2015,Black or African American,2054-5,4237,463119,914.9,1024.9,0.002
,"Los Angeles County, CA",6037,Male,M,2015,2015,White,2106-3,23596,3672511,642.5,733.1,0.009
,"Los Angeles County, CA",6037,Male,M,2016,2016,American Indian or Alaska Native,1002-5,147,87584,167.8,257.9,0
,"Los Angeles County, CA",6037,Male,M,2016,2016,Asian or Pacific Islander,A-PI,4050,768707,526.9,477.3,0.002
,"Los Angeles County, CA",6037,Male,M,2016,2016,Black or African American,2054-5,4393,462635,949.6,1046.6,0.002
,"Los Angeles County, CA",6037,Male,M,2016,2016,White,2106-3,24156,3675043,657.3,738.4,0.009
,"Madera County, CA",6039,Female,F,2006,2006,Black or African American,2054-5,20,4478,446.6,701.6,0
,"Madera County, CA",6039,Female,F,2006,2006,White,2106-3,435,65047,668.7,693.1,0
,"Madera County, CA",6039,Female,F,2007,2007,Black or African American,2054-5,24,4558,526.5,829.7,0
,"Madera County, CA",6039,Female,F,2007,2007,White,2106-3,399,66008,604.5,623.2,0
,"Madera County, CA",6039,Female,F,2008,2008,Asian or Pacific Islander,A-PI,10,2100,476.2 (Unreliable),700.9 (Unreliable),0
,"Madera County, CA",6039,Female,F,2008,2008,Black or African American,2054-5,18,4691,383.7 (Unreliable),629.0 (Unreliable),0
,"Madera County, CA",6039,Female,F,2008,2008,White,2106-3,400,66915,597.8,616.3,0
,"Madera County, CA",6039,Female,F,2009,2009,Black or African American,2054-5,20,4664,428.8,745.3,0
,"Madera County, CA",6039,Female,F,2009,2009,White,2106-3,373,67017,556.6,565.0,0
,"Madera County, CA",6039,Female,F,2010,2010,American Indian or Alaska Native,1002-5,10,3798,263.3 (Unreliable),504.2 (Unreliable),0
,"Madera County, CA",6039,Female,F,2010,2010,White,2106-3,470,67558,695.7,685.7,0
,"Madera County, CA",6039,Female,F,2011,2011,Black or African American,2054-5,22,4619,476.3,990.0,0
,"Madera County, CA",6039,Female,F,2011,2011,White,2106-3,454,68040,667.3,652.2,0
,"Madera County, CA",6039,Female,F,2012,2012,Black or African American,2054-5,17,4241,400.8 (Unreliable),690.0 (Unreliable),0
,"Madera County, CA",6039,Female,F,2012,2012,White,2106-3,422,68022,620.4,598.1,0
,"Madera County, CA",6039,Female,F,2013,2013,American Indian or Alaska Native,1002-5,10,3777,264.8 (Unreliable),529.1 (Unreliable),0
,"Madera County, CA",6039,Female,F,2013,2013,Asian or Pacific Islander,A-PI,11,2237,491.7 (Unreliable),595.7 (Unreliable),0
,"Madera County, CA",6039,Female,F,2013,2013,Black or African American,2054-5,25,4135,604.6,950.7,0
,"Madera County, CA",6039,Female,F,2013,2013,White,2106-3,434,67895,639.2,611.0,0
,"Madera County, CA",6039,Female,F,2014,2014,Black or African American,2054-5,14,4618,303.2 (Unreliable),458.7 (Unreliable),0
,"Madera County, CA",6039,Female,F,2014,2014,White,2106-3,410,69172,592.7,557.8,0
,"Madera County, CA",6039,Female,F,2015,2015,Black or African American,2054-5,19,4565,416.2 (Unreliable),606.6 (Unreliable),0
,"Madera County, CA",6039,Female,F,2015,2015,White,2106-3,453,69242,654.2,601.7,0
,"Madera County, CA",6039,Female,F,2016,2016,Black or African American,2054-5,10,4530,220.8 (Unreliable),299.6 (Unreliable),0
,"Madera County, CA",6039,Female,F,2016,2016,White,2106-3,461,69234,665.9,607.8,0
,"Madera County, CA",6039,Male,M,2006,2006,Black or African American,2054-5,20,2102,951.5,1253.4,0
,"Madera County, CA",6039,Male,M,2006,2006,White,2106-3,494,62364,792.1,937.2,0
