,Year,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
1210,2008,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Female,F,55.0,337972.0,16.3
1211,2008,Pneumonia (J12-J18),GR113-078,Kern,6029.0,White,2106-3,Male,M,42.0,359585.0,11.7
1213,2008,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,163.0,769526.0,21.2
1214,2008,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,131.0,687448.0,19.1
1215,2008,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Black or African American,2054-5,Female,F,117.0,513331.0,22.8
1216,2008,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,Black or African American,2054-5,Male,M,120.0,455307.0,26.4
1217,2008,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,White,2106-3,Female,F,897.0,3574763.0,25.1
1218,2008,Pneumonia (J12-J18),GR113-078,Los Angeles,6037.0,White,2106-3,Male,M,724.0,3579835.0,20.2
1232,2008,Pneumonia (J12-J18),GR113-078,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,46.0,288684.0,15.9
1233,2008,Pneumonia (J12-J18),GR113-078,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,46.0,265253.0,17.3
1234,2008,Pneumonia (J12-J18),GR113-078,Orange,6059.0,White,2106-3,Female,F,236.0,1155503.0,20.4
1235,2008,Pneumonia (J12-J18),GR113-078,Orange,6059.0,White,2106-3,Male,M,215.0,1146669.0,18.7
1238,2008,Pneumonia (J12-J18),GR113-078,Riverside,6065.0,White,2106-3,Female,F,122.0,880988.0,13.8
1239,2008,Pneumonia (J12-J18),GR113-078,Riverside,6065.0,White,2106-3,Male,M,108.0,880766.0,12.3
1240,2008,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,16.0,120270.0,Unreliable
1241,2008,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,12.0,111785.0,Unreliable
1242,2008,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Black or African American,2054-5,Female,F,14.0,87223.0,Unreliable
1243,2008,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,Black or African American,2054-5,Male,M,11.0,83736.0,Unreliable
1244,2008,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,White,2106-3,Female,F,122.0,490272.0,24.9
1245,2008,Pneumonia (J12-J18),GR113-078,Sacramento,6067.0,White,2106-3,Male,M,108.0,475189.0,22.7
1246,2008,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,Black or African American,2054-5,Female,F,13.0,106291.0,Unreliable
1247,2008,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,White,2106-3,Female,F,127.0,800558.0,15.9
1248,2008,Pneumonia (J12-J18),GR113-078,San Bernardino,6071.0,White,2106-3,Male,M,93.0,804129.0,11.6
1249,2008,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,13.0,198600.0,Unreliable
1250,2008,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,White,2106-3,Female,F,150.0,1195242.0,12.5
1251,2008,Pneumonia (J12-J18),GR113-078,San Diego,6073.0,White,2106-3,Male,M,146.0,1217035.0,12
1252,2008,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,31.0,149561.0,20.7
1253,2008,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,37.0,131027.0,28.2
1254,2008,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,Black or African American,2054-5,Female,F,11.0,27718.0,Unreliable
1255,2008,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,Black or African American,2054-5,Male,M,10.0,28809.0,Unreliable
1256,2008,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,White,2106-3,Female,F,61.0,210086.0,29
1257,2008,Pneumonia (J12-J18),GR113-078,San Francisco,6075.0,White,2106-3,Male,M,53.0,236278.0,22.4
1266,2008,Pneumonia (J12-J18),GR113-078,Santa Barbara,6083.0,White,2106-3,Female,F,25.0,184079.0,13.6
1267,2008,Pneumonia (J12-J18),GR113-078,Santa Barbara,6083.0,White,2106-3,Male,M,28.0,185278.0,15.1
1268,2008,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,28.0,297177.0,9.4
1269,2008,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,32.0,286654.0,11.2
1270,2008,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,White,2106-3,Female,F,119.0,528301.0,22.5
1271,2008,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,White,2106-3,Male,M,96.0,545636.0,17.6
1272,2008,Pneumonia (J12-J18),GR113-078,Santa Cruz,6087.0,White,2106-3,Female,F,16.0,116696.0,Unreliable
1273,2008,Pneumonia (J12-J18),GR113-078,Santa Cruz,6087.0,White,2106-3,Male,M,11.0,116428.0,Unreliable
1276,2008,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Female,F,38.0,128131.0,29.7
1277,2008,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Male,M,27.0,131702.0,20.5
1287,2008,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Female,F,40.0,353928.0,11.3
1288,2008,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Male,M,51.0,352444.0,14.5
1291,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,25.0,217317.0,11.5
1292,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,35.0,200956.0,17.4
1293,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Female,F,43.0,112156.0,38.3
1294,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Male,M,33.0,99138.0,33.3
1295,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Female,F,179.0,413139.0,43.3
1296,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Male,M,140.0,414505.0,33.8
1303,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,13.0,78076.0,Unreliable
1304,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Black or African American,2054-5,Female,F,17.0,57722.0,Unreliable
1305,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Black or African American,2054-5,Male,M,20.0,50521.0,39.6
1306,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,White,2106-3,Female,F,200.0,373607.0,53.5
1307,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,White,2106-3,Male,M,160.0,364754.0,43.9
1310,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Female,F,173.0,362789.0,47.7
1311,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Male,M,126.0,363578.0,34.7
1312,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Female,F,48.0,58525.0,82
1313,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Male,M,41.0,58535.0,70
1314,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Imperial,6025.0,White,2106-3,Female,F,16.0,74939.0,Unreliable
1315,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Imperial,6025.0,White,2106-3,Male,M,26.0,77241.0,33.7
1316,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,Black or African American,2054-5,Male,M,13.0,31115.0,Unreliable
1317,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,White,2106-3,Female,F,219.0,337972.0,64.8
1318,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,White,2106-3,Male,M,201.0,359585.0,55.9
1325,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,110.0,769526.0,14.3
1326,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,169.0,687448.0,24.6
1327,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Black or African American,2054-5,Female,F,177.0,513331.0,34.5
1328,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Black or African American,2054-5,Male,M,171.0,455307.0,37.6
1329,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,White,2106-3,Female,F,1287.0,3574763.0,36
1330,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,White,2106-3,Male,M,1116.0,3579835.0,31.2
1346,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,18.0,288684.0,Unreliable
1347,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,44.0,265253.0,16.6
1348,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,White,2106-3,Female,F,539.0,1155503.0,46.6
1349,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,White,2106-3,Male,M,357.0,1146669.0,31.1
1353,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Asian or Pacific Islander,A-PI,Male,M,14.0,69779.0,Unreliable
1354,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Black or African American,2054-5,Female,F,12.0,78950.0,Unreliable
1355,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Black or African American,2054-5,Male,M,18.0,79410.0,Unreliable
1356,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,White,2106-3,Female,F,476.0,880988.0,54
1357,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,White,2106-3,Male,M,431.0,880766.0,48.9
1358,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,13.0,120270.0,Unreliable
1359,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,28.0,111785.0,25
1360,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Black or African American,2054-5,Female,F,24.0,87223.0,27.5
1361,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Black or African American,2054-5,Male,M,18.0,83736.0,Unreliable
1362,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,White,2106-3,Female,F,266.0,490272.0,54.3
1363,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,White,2106-3,Male,M,195.0,475189.0,41
1364,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Male,M,12.0,70805.0,Unreliable
1365,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,Black or African American,2054-5,Female,F,28.0,106291.0,26.3
1366,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,Black or African American,2054-5,Male,M,29.0,100874.0,28.7
1367,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,White,2106-3,Female,F,402.0,800558.0,50.2
1368,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,White,2106-3,Male,M,352.0,804129.0,43.8
1369,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,12.0,198600.0,Unreliable
1370,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,26.0,177903.0,14.6
1371,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,Black or African American,2054-5,Female,F,13.0,89284.0,Unreliable
1372,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,Black or African American,2054-5,Male,M,14.0,99117.0,Unreliable
1373,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,White,2106-3,Female,F,552.0,1195242.0,46.2
1374,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,White,2106-3,Male,M,432.0,1217035.0,35.5
1375,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,19.0,149561.0,Unreliable
1376,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,44.0,131027.0,33.6
1377,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,Black or African American,2054-5,Female,F,12.0,27718.0,Unreliable
1378,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,Black or African American,2054-5,Male,M,11.0,28809.0,Unreliable
1379,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,White,2106-3,Female,F,68.0,210086.0,32.4
1380,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,White,2106-3,Male,M,77.0,236278.0,32.6
1389,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Barbara,6083.0,White,2106-3,Female,F,81.0,184079.0,44
1390,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Barbara,6083.0,White,2106-3,Male,M,64.0,185278.0,34.5
1391,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,15.0,297177.0,Unreliable
1392,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,35.0,286654.0,12.2
1393,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Clara,6085.0,White,2106-3,Female,F,201.0,528301.0,38
1394,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Clara,6085.0,White,2106-3,Male,M,164.0,545636.0,30.1
1395,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Cruz,6087.0,White,2106-3,Female,F,37.0,116696.0,31.7
1396,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Cruz,6087.0,White,2106-3,Male,M,29.0,116428.0,24.9
1401,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Solano,6095.0,Black or African American,2054-5,Male,M,10.0,35883.0,Unreliable
1402,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Solano,6095.0,White,2106-3,Female,F,56.0,128131.0,43.7
1403,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Solano,6095.0,White,2106-3,Male,M,59.0,131702.0,44.8
1416,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Ventura,6111.0,White,2106-3,Female,F,150.0,353928.0,42.4
1417,2008,Chronic lower respiratory diseases (J40-J47),GR113-082,Ventura,6111.0,White,2106-3,Male,M,133.0,352444.0,37.7
1422,2008,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,Los Angeles,6037.0,White,2106-3,Male,M,12.0,3579835.0,Unreliable
1423,2008,Emphysema (J43),GR113-084,Alameda,6001.0,White,2106-3,Female,F,20.0,413139.0,4.8
1424,2008,Emphysema (J43),GR113-084,Alameda,6001.0,White,2106-3,Male,M,27.0,414505.0,6.5
1425,2008,Emphysema (J43),GR113-084,Contra Costa,6013.0,White,2106-3,Female,F,12.0,373607.0,Unreliable
1426,2008,Emphysema (J43),GR113-084,Fresno,6019.0,White,2106-3,Female,F,11.0,362789.0,Unreliable
1427,2008,Emphysema (J43),GR113-084,Fresno,6019.0,White,2106-3,Male,M,10.0,363578.0,Unreliable
1428,2008,Emphysema (J43),GR113-084,Kern,6029.0,White,2106-3,Female,F,16.0,337972.0,Unreliable
1429,2008,Emphysema (J43),GR113-084,Kern,6029.0,White,2106-3,Male,M,14.0,359585.0,Unreliable
1430,2008,Emphysema (J43),GR113-084,Los Angeles,6037.0,Black or African American,2054-5,Female,F,11.0,513331.0,Unreliable
1431,2008,Emphysema (J43),GR113-084,Los Angeles,6037.0,Black or African American,2054-5,Male,M,15.0,455307.0,Unreliable
1432,2008,Emphysema (J43),GR113-084,Los Angeles,6037.0,White,2106-3,Female,F,118.0,3574763.0,3.3
1433,2008,Emphysema (J43),GR113-084,Los Angeles,6037.0,White,2106-3,Male,M,104.0,3579835.0,2.9
1434,2008,Emphysema (J43),GR113-084,Orange,6059.0,White,2106-3,Female,F,53.0,1155503.0,4.6
1435,2008,Emphysema (J43),GR113-084,Orange,6059.0,White,2106-3,Male,M,30.0,1146669.0,2.6
1436,2008,Emphysema (J43),GR113-084,Riverside,6065.0,White,2106-3,Female,F,26.0,880988.0,3
1437,2008,Emphysema (J43),GR113-084,Riverside,6065.0,White,2106-3,Male,M,23.0,880766.0,2.6
1438,2008,Emphysema (J43),GR113-084,Sacramento,6067.0,White,2106-3,Female,F,20.0,490272.0,4.1
1439,2008,Emphysema (J43),GR113-084,Sacramento,6067.0,White,2106-3,Male,M,22.0,475189.0,4.6
1440,2008,Emphysema (J43),GR113-084,San Bernardino,6071.0,White,2106-3,Female,F,21.0,800558.0,2.6
1441,2008,Emphysema (J43),GR113-084,San Bernardino,6071.0,White,2106-3,Male,M,37.0,804129.0,4.6
1442,2008,Emphysema (J43),GR113-084,San Diego,6073.0,White,2106-3,Female,F,42.0,1195242.0,3.5
1443,2008,Emphysema (J43),GR113-084,San Diego,6073.0,White,2106-3,Male,M,39.0,1217035.0,3.2
1444,2008,Emphysema (J43),GR113-084,San Francisco,6075.0,White,2106-3,Female,F,10.0,210086.0,Unreliable
1448,2008,Emphysema (J43),GR113-084,Santa Barbara,6083.0,White,2106-3,Female,F,10.0,184079.0,Unreliable
1449,2008,Emphysema (J43),GR113-084,Santa Barbara,6083.0,White,2106-3,Male,M,11.0,185278.0,Unreliable
1450,2008,Emphysema (J43),GR113-084,Santa Clara,6085.0,White,2106-3,Female,F,23.0,528301.0,4.4
1451,2008,Emphysema (J43),GR113-084,Santa Clara,6085.0,White,2106-3,Male,M,23.0,545636.0,4.2
1454,2008,Asthma (J45-J46),GR113-085,Fresno,6019.0,White,2106-3,Female,F,10.0,362789.0,Unreliable
1455,2008,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,15.0,769526.0,Unreliable
1456,2008,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Black or African American,2054-5,Female,F,13.0,513331.0,Unreliable
1457,2008,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Female,F,39.0,3574763.0,1.1
1458,2008,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Male,M,23.0,3579835.0,0.6
1459,2008,Asthma (J45-J46),GR113-085,Orange,6059.0,White,2106-3,Female,F,15.0,1155503.0,Unreliable
1460,2008,Asthma (J45-J46),GR113-085,Riverside,6065.0,White,2106-3,Male,M,10.0,880766.0,Unreliable
1461,2008,Asthma (J45-J46),GR113-085,San Bernardino,6071.0,White,2106-3,Female,F,13.0,800558.0,Unreliable
1462,2008,Asthma (J45-J46),GR113-085,San Diego,6073.0,White,2106-3,Female,F,18.0,1195242.0,Unreliable
1463,2008,Asthma (J45-J46),GR113-085,San Diego,6073.0,White,2106-3,Male,M,15.0,1217035.0,Unreliable
1464,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,19.0,217317.0,Unreliable
1465,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,32.0,200956.0,15.9
1466,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Female,F,36.0,112156.0,32.1
1467,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Male,M,29.0,99138.0,29.3
1468,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Female,F,150.0,413139.0,36.3
1469,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Male,M,111.0,414505.0,26.8
1476,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,11.0,78076.0,Unreliable
1477,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Black or African American,2054-5,Female,F,15.0,57722.0,Unreliable
1478,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Black or African American,2054-5,Male,M,15.0,50521.0,Unreliable
1479,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Female,F,181.0,373607.0,48.4
1480,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Male,M,148.0,364754.0,40.6
1483,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Female,F,151.0,362789.0,41.6
1484,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Male,M,113.0,363578.0,31.1
1485,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Female,F,42.0,58525.0,71.8
1486,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Male,M,37.0,58535.0,63.2
1487,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Female,F,15.0,74939.0,Unreliable
1488,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Male,M,20.0,77241.0,25.9
1489,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,Black or African American,2054-5,Male,M,13.0,31115.0,Unreliable
1490,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Female,F,197.0,337972.0,58.3
1491,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Male,M,181.0,359585.0,50.3
1498,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,89.0,769526.0,11.6
1499,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,155.0,687448.0,22.5
1500,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Female,F,152.0,513331.0,29.6
1501,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Male,M,143.0,455307.0,31.4
1502,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Female,F,1121.0,3574763.0,31.4
1503,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Male,M,977.0,3579835.0,27.3
1519,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,12.0,288684.0,Unreliable
1520,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,35.0,265253.0,13.2
1521,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Female,F,467.0,1155503.0,40.4
1522,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Male,M,321.0,1146669.0,28
1526,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Asian or Pacific Islander,A-PI,Male,M,13.0,69779.0,Unreliable
1527,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Black or African American,2054-5,Male,M,16.0,79410.0,Unreliable
1528,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Female,F,439.0,880988.0,49.8
1529,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Male,M,396.0,880766.0,45
1530,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,19.0,111785.0,Unreliable
1531,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Female,F,16.0,87223.0,Unreliable
1532,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Male,M,15.0,83736.0,Unreliable
1533,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Female,F,237.0,490272.0,48.3
1534,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Male,M,169.0,475189.0,35.6
1535,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Male,M,12.0,70805.0,Unreliable
1536,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Female,F,23.0,106291.0,21.6
1537,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Male,M,26.0,100874.0,25.8
1538,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Female,F,367.0,800558.0,45.8
1539,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Male,M,310.0,804129.0,38.6
1540,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,10.0,198600.0,Unreliable
1541,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,24.0,177903.0,13.5
1542,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Female,F,10.0,89284.0,Unreliable
1543,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Male,M,12.0,99117.0,Unreliable
1544,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Female,F,488.0,1195242.0,40.8
1545,2008,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Male,M,376.0,1217035.0,30.9
