Notes,County,County Code,Gender,Gender Code,Year,Year Code,Race,Race Code,Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
,"Fresno County, CA",6019,Female,F,2011,2011,Black or African American,2054-5,15,30340,49.4 (Unreliable),72.6 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2011,2011,White,2106-3,274,372407,73.6,69.3,0.001
,"Fresno County, CA",6019,Female,F,2012,2012,Asian or Pacific Islander,A-PI,14,53119,26.4 (Unreliable),30.1 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2012,2012,Black or African American,2054-5,15,30549,49.1 (Unreliable),72.4 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2012,2012,White,2106-3,259,374901,69.1,64.3,0.001
,"Fresno County, CA",6019,Female,F,2013,2013,Asian or Pacific Islander,A-PI,17,54003,31.5 (Unreliable),39.7 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2013,2013,Black or African American,2054-5,12,30628,39.2 (Unreliable),53.4 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2013,2013,White,2106-3,292,377222,77.4,69.5,0.001
,"Fresno County, CA",6019,Female,F,2014,2014,Asian or Pacific Islander,A-PI,13,55229,23.5 (Unreliable),26.3 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2014,2014,Black or African American,2054-5,15,30676,48.9 (Unreliable),64.0 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2014,2014,White,2106-3,288,380060,75.8,68.8,0.001
,"Fresno County, CA",6019,Female,F,2015,2015,Asian or Pacific Islander,A-PI,18,56307,32.0 (Unreliable),36.3 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2015,2015,Black or African American,2054-5,11,31139,35.3 (Unreliable),47.3 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2015,2015,White,2106-3,276,383085,72.0,65.1,0.001
,"Fresno County, CA",6019,Female,F,2016,2016,Asian or Pacific Islander,A-PI,16,57337,27.9 (Unreliable),28.4 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2016,2016,Black or African American,2054-5,12,31436,38.2 (Unreliable),51.0 (Unreliable),0
,"Fresno County, CA",6019,Female,F,2016,2016,White,2106-3,270,385622,70.0,61.2,0.001
,"Fresno County, CA",6019,Male,M,2006,2006,Asian or Pacific Islander,A-PI,23,44769,51.4,97.3,0
,"Fresno County, CA",6019,Male,M,2006,2006,Black or African American,2054-5,19,27750,68.5 (Unreliable),146.3 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2006,2006,White,2106-3,232,356912,65.0,91.4,0.001
,"Fresno County, CA",6019,Male,M,2007,2007,Asian or Pacific Islander,A-PI,22,46199,47.6,87.0,0
,"Fresno County, CA",6019,Male,M,2007,2007,Black or African American,2054-5,10,28353,35.3 (Unreliable),70.7 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2007,2007,White,2106-3,235,360280,65.2,89.5,0.001
,"Fresno County, CA",6019,Male,M,2008,2008,Asian or Pacific Islander,A-PI,21,47937,43.8,75.9,0
,"Fresno County, CA",6019,Male,M,2008,2008,Black or African American,2054-5,10,29162,34.3 (Unreliable),68.3 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2008,2008,White,2106-3,239,363578,65.7,88.3,0.001
,"Fresno County, CA",6019,Male,M,2009,2009,Asian or Pacific Islander,A-PI,17,49186,34.6 (Unreliable),62.9 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2009,2009,Black or African American,2054-5,11,29840,36.9 (Unreliable),67.1 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2009,2009,White,2106-3,242,366321,66.1,85.9,0.001
,"Fresno County, CA",6019,Male,M,2010,2010,Asian or Pacific Islander,A-PI,24,50430,47.6,86.0,0
,"Fresno County, CA",6019,Male,M,2010,2010,Black or African American,2054-5,16,30363,52.7 (Unreliable),93.0 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2010,2010,White,2106-3,241,368207,65.5,86.3,0.001
,"Fresno County, CA",6019,Male,M,2011,2011,Asian or Pacific Islander,A-PI,27,51352,52.6,81.0,0
,"Fresno County, CA",6019,Male,M,2011,2011,Black or African American,2054-5,15,30246,49.6 (Unreliable),96.7 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2011,2011,White,2106-3,245,371542,65.9,85.7,0.001
,"Fresno County, CA",6019,Male,M,2012,2012,Asian or Pacific Islander,A-PI,12,51913,23.1 (Unreliable),39.4 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2012,2012,Black or African American,2054-5,11,30464,36.1 (Unreliable),79.1 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2012,2012,White,2106-3,263,373731,70.4,87.9,0.001
,"Fresno County, CA",6019,Male,M,2013,2013,Asian or Pacific Islander,A-PI,30,52634,57.0,89.0,0
,"Fresno County, CA",6019,Male,M,2013,2013,Black or African American,2054-5,13,30738,42.3 (Unreliable),60.7 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2013,2013,White,2106-3,258,376166,68.6,86.3,0.001
,"Fresno County, CA",6019,Male,M,2014,2014,Asian or Pacific Islander,A-PI,16,53751,29.8 (Unreliable),43.9 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2014,2014,Black or African American,2054-5,12,31135,38.5 (Unreliable),78.8 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2014,2014,White,2106-3,253,379599,66.6,80.1,0.001
,"Fresno County, CA",6019,Male,M,2015,2015,Asian or Pacific Islander,A-PI,15,54751,27.4 (Unreliable),41.9 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2015,2015,Black or African American,2054-5,20,31532,63.4,99.7,0
,"Fresno County, CA",6019,Male,M,2015,2015,White,2106-3,260,382324,68.0,81.8,0.001
,"Fresno County, CA",6019,Male,M,2016,2016,Asian or Pacific Islander,A-PI,31,56002,55.4,85.8,0
,"Fresno County, CA",6019,Male,M,2016,2016,Black or African American,2054-5,15,31726,47.3 (Unreliable),63.4 (Unreliable),0
,"Fresno County, CA",6019,Male,M,2016,2016,White,2106-3,274,384523,71.3,84.5,0.001
,"Glenn County, CA",6021,Female,F,2006,2006,White,2106-3,10,12648,79.1 (Unreliable),63.4 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2007,2007,White,2106-3,10,12685,78.8 (Unreliable),66.0 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2009,2009,White,2106-3,12,12807,93.7 (Unreliable),74.1 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2010,2010,White,2106-3,13,12807,101.5 (Unreliable),80.1 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2011,2011,White,2106-3,12,12802,93.7 (Unreliable),69.2 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2012,2012,White,2106-3,17,12698,133.9 (Unreliable),108.8 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2013,2013,White,2106-3,17,12673,134.1 (Unreliable),93.9 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2014,2014,White,2106-3,16,12687,126.1 (Unreliable),96.8 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2015,2015,White,2106-3,15,12667,118.4 (Unreliable),83.7 (Unreliable),0
,"Glenn County, CA",6021,Female,F,2016,2016,White,2106-3,16,12622,126.8 (Unreliable),84.9 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2006,2006,White,2106-3,20,12908,154.9,162.0,0
,"Glenn County, CA",6021,Male,M,2007,2007,White,2106-3,11,12981,84.7 (Unreliable),90.0 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2008,2008,White,2106-3,15,13002,115.4 (Unreliable),122.8 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2009,2009,White,2106-3,19,13011,146.0 (Unreliable),148.7 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2010,2010,White,2106-3,13,13017,99.9 (Unreliable),104.2 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2011,2011,White,2106-3,12,13040,92.0 (Unreliable),96.7 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2012,2012,White,2106-3,10,12895,77.5 (Unreliable),75.9 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2013,2013,White,2106-3,11,12889,85.3 (Unreliable),73.0 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2014,2014,White,2106-3,11,12887,85.4 (Unreliable),79.3 (Unreliable),0
,"Glenn County, CA",6021,Male,M,2015,2015,White,2106-3,17,12841,132.4 (Unreliable),129.8 (Unreliable),0
,"Humboldt County, CA",6023,Female,F,2006,2006,White,2106-3,64,58862,108.7,81.1,0
,"Humboldt County, CA",6023,Female,F,2007,2007,White,2106-3,73,58559,124.7,95.8,0
,"Humboldt County, CA",6023,Female,F,2008,2008,White,2106-3,69,58525,117.9,85.0,0
,"Humboldt County, CA",6023,Female,F,2009,2009,White,2106-3,66,58703,112.4,82.0,0
,"Humboldt County, CA",6023,Female,F,2010,2010,White,2106-3,73,58874,124.0,91.5,0
,"Humboldt County, CA",6023,Female,F,2011,2011,White,2106-3,67,58845,113.9,83.5,0
,"Humboldt County, CA",6023,Female,F,2012,2012,White,2106-3,77,58589,131.4,97.3,0
,"Humboldt County, CA",6023,Female,F,2013,2013,White,2106-3,58,58543,99.1,71.6,0
,"Humboldt County, CA",6023,Female,F,2014,2014,White,2106-3,71,58409,121.6,89.4,0
,"Humboldt County, CA",6023,Female,F,2015,2015,White,2106-3,49,58678,83.5,57.1,0
,"Humboldt County, CA",6023,Female,F,2016,2016,White,2106-3,51,59161,86.2,57.9,0
,"Humboldt County, CA",6023,Male,M,2006,2006,White,2106-3,54,58316,92.6,96.6,0
,"Humboldt County, CA",6023,Male,M,2007,2007,White,2106-3,53,58286,90.9,93.7,0
,"Humboldt County, CA",6023,Male,M,2008,2008,White,2106-3,64,58535,109.3,113.9,0
,"Humboldt County, CA",6023,Male,M,2009,2009,White,2106-3,48,58955,81.4,81.3,0
,"Humboldt County, CA",6023,Male,M,2010,2010,White,2106-3,58,59382,97.7,100.1,0
,"Humboldt County, CA",6023,Male,M,2011,2011,White,2106-3,60,59338,101.1,98.3,0
,"Humboldt County, CA",6023,Male,M,2012,2012,White,2106-3,58,58731,98.8,96.9,0
,"Humboldt County, CA",6023,Male,M,2013,2013,White,2106-3,53,58523,90.6,79.3,0
,"Humboldt County, CA",6023,Male,M,2014,2014,White,2106-3,60,58463,102.6,91.7,0
,"Humboldt County, CA",6023,Male,M,2015,2015,White,2106-3,59,58499,100.9,85.0,0
,"Humboldt County, CA",6023,Male,M,2016,2016,White,2106-3,49,58897,83.2,72.9,0
,"Imperial County, CA",6025,Female,F,2006,2006,White,2106-3,27,71140,38.0,44.3,0
,"Imperial County, CA",6025,Female,F,2007,2007,White,2106-3,26,72998,35.6,38.7,0
,"Imperial County, CA",6025,Female,F,2008,2008,White,2106-3,38,74939,50.7,54.6,0
,"Imperial County, CA",6025,Female,F,2009,2009,White,2106-3,28,76778,36.5,38.6,0
,"Imperial County, CA",6025,Female,F,2010,2010,White,2106-3,32,78049,41.0,42.8,0
,"Imperial County, CA",6025,Female,F,2011,2011,White,2106-3,35,78853,44.4,44.9,0
,"Imperial County, CA",6025,Female,F,2012,2012,White,2106-3,29,79398,36.5,36.3,0
,"Imperial County, CA",6025,Female,F,2013,2013,White,2106-3,32,79902,40.0,38.0,0
,"Imperial County, CA",6025,Female,F,2014,2014,White,2106-3,33,80720,40.9,36.1,0
,"Imperial County, CA",6025,Female,F,2015,2015,White,2106-3,60,81249,73.8,64.9,0
,"Imperial County, CA",6025,Female,F,2016,2016,White,2106-3,52,81784,63.6,51.7,0
,"Imperial County, CA",6025,Male,M,2006,2006,White,2106-3,40,74137,54.0,72.7,0
,"Imperial County, CA",6025,Male,M,2007,2007,White,2106-3,44,75936,57.9,86.5,0
,"Imperial County, CA",6025,Male,M,2008,2008,White,2106-3,42,77241,54.4,77.7,0
,"Imperial County, CA",6025,Male,M,2009,2009,White,2106-3,45,78814,57.1,76.2,0
,"Imperial County, CA",6025,Male,M,2010,2010,White,2106-3,39,79682,48.9,67.1,0
,"Imperial County, CA",6025,Male,M,2011,2011,White,2106-3,38,80636,47.1,58.0,0
,"Imperial County, CA",6025,Male,M,2012,2012,White,2106-3,43,81057,53.0,67.2,0
,"Imperial County, CA",6025,Male,M,2013,2013,White,2106-3,50,80891,61.8,73.2,0
,"Imperial County, CA",6025,Male,M,2014,2014,White,2106-3,49,81730,60.0,72.0,0
,"Imperial County, CA",6025,Male,M,2015,2015,White,2106-3,64,82030,78.0,89.0,0
,"Imperial County, CA",6025,Male,M,2016,2016,White,2106-3,50,82572,60.6,68.5,0
,"Inyo County, CA",6027,Female,F,2009,2009,White,2106-3,12,7702,155.8 (Unreliable),84.3 (Unreliable),0
,"Inyo County, CA",6027,Female,F,2011,2011,White,2106-3,15,7601,197.3 (Unreliable),108.5 (Unreliable),0
,"Inyo County, CA",6027,Female,F,2012,2012,White,2106-3,14,7593,184.4 (Unreliable),86.6 (Unreliable),0
,"Inyo County, CA",6027,Female,F,2015,2015,White,2106-3,10,7488,133.5 (Unreliable),59.3 (Unreliable),0
,"Inyo County, CA",6027,Female,F,2016,2016,White,2106-3,15,7405,202.6 (Unreliable),98.3 (Unreliable),0
,"Inyo County, CA",6027,Male,M,2006,2006,White,2106-3,12,7906,151.8 (Unreliable),103.3 (Unreliable),0
,"Inyo County, CA",6027,Male,M,2007,2007,White,2106-3,12,7908,151.7 (Unreliable),101.4 (Unreliable),0
,"Inyo County, CA",6027,Male,M,2009,2009,White,2106-3,10,7928,126.1 (Unreliable),82.4 (Unreliable),0
,"Inyo County, CA",6027,Male,M,2012,2012,White,2106-3,11,7720,142.5 (Unreliable),85.6 (Unreliable),0
,"Inyo County, CA",6027,Male,M,2013,2013,White,2106-3,14,7717,181.4 (Unreliable),107.9 (Unreliable),0
,"Kern County, CA",6029,Female,F,2006,2006,White,2106-3,288,326194,88.3,103.3,0.001
,"Kern County, CA",6029,Female,F,2007,2007,White,2106-3,287,332842,86.2,100.4,0.001
,"Kern County, CA",6029,Female,F,2008,2008,White,2106-3,295,337972,87.3,102.1,0.001
,"Kern County, CA",6029,Female,F,2009,2009,White,2106-3,334,341505,97.8,111.6,0.001
,"Kern County, CA",6029,Female,F,2010,2010,White,2106-3,309,344297,89.7,104.2,0.001
,"Kern County, CA",6029,Female,F,2011,2011,Black or African American,2054-5,24,26996,88.9,128.2,0
,"Kern County, CA",6029,Female,F,2011,2011,White,2106-3,280,348456,80.4,91.3,0.001
,"Kern County, CA",6029,Female,F,2012,2012,Black or African American,2054-5,12,27347,43.9 (Unreliable),58.0 (Unreliable),0
,"Kern County, CA",6029,Female,F,2012,2012,White,2106-3,246,352421,69.8,78.3,0.001
,"Kern County, CA",6029,Female,F,2013,2013,Black or African American,2054-5,13,27604,47.1 (Unreliable),63.7 (Unreliable),0
,"Kern County, CA",6029,Female,F,2013,2013,White,2106-3,278,356255,78.0,86.2,0.001
,"Kern County, CA",6029,Female,F,2014,2014,Black or African American,2054-5,14,27699,50.5 (Unreliable),69.8 (Unreliable),0
,"Kern County, CA",6029,Female,F,2014,2014,White,2106-3,288,358752,80.3,88.6,0.001
,"Kern County, CA",6029,Female,F,2015,2015,Black or African American,2054-5,16,27851,57.4 (Unreliable),80.2 (Unreliable),0
,"Kern County, CA",6029,Female,F,2015,2015,White,2106-3,276,361181,76.4,82.2,0.001
,"Kern County, CA",6029,Female,F,2016,2016,Asian or Pacific Islander,A-PI,11,26376,41.7 (Unreliable),45.0 (Unreliable),0
,"Kern County, CA",6029,Female,F,2016,2016,Black or African American,2054-5,11,28174,39.0 (Unreliable),51.8 (Unreliable),0
,"Kern County, CA",6029,Female,F,2016,2016,White,2106-3,287,363004,79.1,84.6,0.001
,"Kern County, CA",6029,Male,M,2006,2006,Black or African American,2054-5,19,29388,64.7 (Unreliable),159.4 (Unreliable),0
,"Kern County, CA",6029,Male,M,2006,2006,White,2106-3,271,346831,78.1,131.3,0.001
,"Kern County, CA",6029,Male,M,2007,2007,Black or African American,2054-5,16,30296,52.8 (Unreliable),139.2 (Unreliable),0
,"Kern County, CA",6029,Male,M,2007,2007,White,2106-3,254,354222,71.7,117.4,0.001
,"Kern County, CA",6029,Male,M,2008,2008,Black or African American,2054-5,17,31115,54.6 (Unreliable),127.7 (Unreliable),0
,"Kern County, CA",6029,Male,M,2008,2008,White,2106-3,282,359585,78.4,124.5,0.001
,"Kern County, CA",6029,Male,M,2009,2009,Black or African American,2054-5,14,31554,44.4 (Unreliable),123.3 (Unreliable),0
,"Kern County, CA",6029,Male,M,2009,2009,White,2106-3,293,363440,80.6,124.2,0.001
,"Kern County, CA",6029,Male,M,2010,2010,Asian or Pacific Islander,A-PI,12,21685,55.3 (Unreliable),111.6 (Unreliable),0
,"Kern County, CA",6029,Male,M,2010,2010,White,2106-3,253,366371,69.1,109.6,0.001
,"Kern County, CA",6029,Male,M,2011,2011,Black or African American,2054-5,13,32073,40.5 (Unreliable),126.6 (Unreliable),0
,"Kern County, CA",6029,Male,M,2011,2011,White,2106-3,295,370016,79.7,119.8,0.001
,"Kern County, CA",6029,Male,M,2012,2012,Black or African American,2054-5,13,31630,41.1 (Unreliable),112.1 (Unreliable),0
,"Kern County, CA",6029,Male,M,2012,2012,White,2106-3,271,371372,73.0,110.2,0.001
,"Kern County, CA",6029,Male,M,2013,2013,Black or African American,2054-5,13,31729,41.0 (Unreliable),90.5 (Unreliable),0
,"Kern County, CA",6029,Male,M,2013,2013,White,2106-3,257,374612,68.6,104.5,0.001
,"Kern County, CA",6029,Male,M,2014,2014,Black or African American,2054-5,14,32291,43.4 (Unreliable),91.9 (Unreliable),0
,"Kern County, CA",6029,Male,M,2014,2014,White,2106-3,256,377875,67.7,94.1,0.001
,"Kern County, CA",6029,Male,M,2015,2015,Black or African American,2054-5,16,32650,49.0 (Unreliable),107.3 (Unreliable),0
,"Kern County, CA",6029,Male,M,2015,2015,White,2106-3,255,380615,67.0,95.4,0.001
,"Kern County, CA",6029,Male,M,2016,2016,Asian or Pacific Islander,A-PI,10,25447,39.3 (Unreliable),51.2 (Unreliable),0
,"Kern County, CA",6029,Male,M,2016,2016,White,2106-3,249,381910,65.2,89.1,0.001
,"Kings County, CA",6031,Female,F,2006,2006,White,2106-3,37,54266,68.2,83.2,0
,"Kings County, CA",6031,Female,F,2007,2007,White,2106-3,31,55221,56.1,66.7,0
,"Kings County, CA",6031,Female,F,2008,2008,White,2106-3,44,56049,78.5,93.8,0
,"Kings County, CA",6031,Female,F,2009,2009,White,2106-3,37,56392,65.6,77.8,0
,"Kings County, CA",6031,Female,F,2010,2010,White,2106-3,30,56561,53.0,61.8,0
,"Kings County, CA",6031,Female,F,2011,2011,White,2106-3,33,56639,58.3,68.3,0
,"Kings County, CA",6031,Female,F,2012,2012,White,2106-3,34,56492,60.2,68.5,0
,"Kings County, CA",6031,Female,F,2013,2013,White,2106-3,41,56655,72.4,79.7,0
,"Kings County, CA",6031,Female,F,2014,2014,White,2106-3,40,56707,70.5,79.7,0
,"Kings County, CA",6031,Female,F,2015,2015,White,2106-3,32,56954,56.2,60.6,0
,"Kings County, CA",6031,Female,F,2016,2016,White,2106-3,40,56782,70.4,72.5,0
,"Kings County, CA",6031,Male,M,2006,2006,White,2106-3,28,69783,40.1,82.2,0
,"Kings County, CA",6031,Male,M,2007,2007,White,2106-3,39,70885,55.0,94.4,0
,"Kings County, CA",6031,Male,M,2008,2008,White,2106-3,37,71163,52.0,108.1,0
,"Kings County, CA",6031,Male,M,2009,2009,White,2106-3,35,70601,49.6,94.1,0
,"Kings County, CA",6031,Male,M,2010,2010,White,2106-3,33,70677,46.7,85.6,0
,"Kings County, CA",6031,Male,M,2011,2011,White,2106-3,31,69902,44.3,74.7,0
,"Kings County, CA",6031,Male,M,2012,2012,White,2106-3,37,69413,53.3,84.5,0
,"Kings County, CA",6031,Male,M,2013,2013,White,2106-3,35,68820,50.9,80.5,0
,"Kings County, CA",6031,Male,M,2014,2014,White,2106-3,30,68038,44.1,66.9,0
,"Kings County, CA",6031,Male,M,2015,2015,White,2106-3,32,68256,46.9,76.1,0
,"Kings County, CA",6031,Male,M,2016,2016,White,2106-3,43,67798,63.4,97.0,0
,"Lake County, CA",6033,Female,F,2006,2006,White,2106-3,56,29394,190.5,126.9,0
,"Lake County, CA",6033,Female,F,2007,2007,White,2106-3,43,29190,147.3,95.0,0
,"Lake County, CA",6033,Female,F,2008,2008,White,2106-3,45,29177,154.2,103.3,0
,"Lake County, CA",6033,Female,F,2009,2009,White,2106-3,45,29164,154.3,103.0,0
,"Lake County, CA",6033,Female,F,2010,2010,White,2106-3,31,29237,106.0,73.5,0
,"Lake County, CA",6033,Female,F,2011,2011,White,2106-3,42,29005,144.8,93.0,0
,"Lake County, CA",6033,Female,F,2012,2012,White,2106-3,48,28880,166.2,107.0,0
,"Lake County, CA",6033,Female,F,2013,2013,White,2106-3,42,28839,145.6,85.7,0
,"Lake County, CA",6033,Female,F,2014,2014,White,2106-3,39,28954,134.7,81.1,0
,"Lake County, CA",6033,Female,F,2015,2015,White,2106-3,43,29130,147.6,89.7,0
,"Lake County, CA",6033,Female,F,2016,2016,White,2106-3,47,28887,162.7,98.2,0
,"Lake County, CA",6033,Male,M,2006,2006,White,2106-3,36,29300,122.9,96.2,0
,"Lake County, CA",6033,Male,M,2007,2007,White,2106-3,42,29277,143.5,114.6,0
,"Lake County, CA",6033,Male,M,2008,2008,White,2106-3,43,29368,146.4,113.9,0
,"Lake County, CA",6033,Male,M,2009,2009,White,2106-3,51,29333,173.9,135.9,0
,"Lake County, CA",6033,Male,M,2010,2010,White,2106-3,50,29390,170.1,135.0,0
,"Lake County, CA",6033,Male,M,2011,2011,White,2106-3,53,29060,182.4,136.4,0
,"Lake County, CA",6033,Male,M,2012,2012,White,2106-3,51,28884,176.6,130.5,0
,"Lake County, CA",6033,Male,M,2013,2013,White,2106-3,59,28663,205.8,142.0,0
,"Lake County, CA",6033,Male,M,2014,2014,White,2106-3,43,28766,149.5,104.2,0
,"Lake County, CA",6033,Male,M,2015,2015,White,2106-3,59,28863,204.4,133.2,0
,"Lake County, CA",6033,Male,M,2016,2016,White,2106-3,38,28700,132.4,86.1,0
,"Lassen County, CA",6035,Female,F,2008,2008,White,2106-3,17,11478,148.1 (Unreliable),132.5 (Unreliable),0
,"Lassen County, CA",6035,Female,F,2012,2012,White,2106-3,13,10776,120.6 (Unreliable),104.9 (Unreliable),0
,"Lassen County, CA",6035,Female,F,2013,2013,White,2106-3,16,10592,151.1 (Unreliable),114.0 (Unreliable),0
,"Lassen County, CA",6035,Female,F,2015,2015,White,2106-3,10,10333,96.8 (Unreliable),59.4 (Unreliable),0
,"Lassen County, CA",6035,Female,F,2016,2016,White,2106-3,18,10404,173.0 (Unreliable),115.7 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2007,2007,White,2106-3,12,18359,65.4 (Unreliable),92.9 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2008,2008,White,2106-3,14,18132,77.2 (Unreliable),106.5 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2009,2009,White,2106-3,10,18095,55.3 (Unreliable),79.8 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2010,2010,White,2106-3,17,17937,94.8 (Unreliable),137.2 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2011,2011,White,2106-3,11,17595,62.5 (Unreliable),84.2 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2012,2012,White,2106-3,12,17205,69.7 (Unreliable),85.1 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2013,2013,White,2106-3,13,16303,79.7 (Unreliable),89.5 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2014,2014,White,2106-3,14,16093,87.0 (Unreliable),104.9 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2015,2015,White,2106-3,12,15790,76.0 (Unreliable),85.1 (Unreliable),0
,"Lassen County, CA",6035,Male,M,2016,2016,White,2106-3,11,15409,71.4 (Unreliable),75.3 (Unreliable),0
,"Los Angeles County, CA",6037,Female,F,2006,2006,Asian or Pacific Islander,A-PI,246,745149,33.0,34.0,0.001
,"Los Angeles County, CA",6037,Female,F,2006,2006,Black or African American,2054-5,336,523263,64.2,69.9,0.001
,"Los Angeles County, CA",6037,Female,F,2006,2006,White,2106-3,2352,3596452,65.4,63.9,0.009
,"Los Angeles County, CA",6037,Female,F,2007,2007,American Indian or Alaska Native,1002-5,10,72909,13.7 (Unreliable),29.6 (Unreliable),0
,"Los Angeles County, CA",6037,Female,F,2007,2007,Asian or Pacific Islander,A-PI,272,756010,36.0,35.2,0.001
,"Los Angeles County, CA",6037,Female,F,2007,2007,Black or African American,2054-5,294,516792,56.9,59.7,0.001
,"Los Angeles County, CA",6037,Female,F,2007,2007,White,2106-3,2228,3570696,62.4,59.4,0.009
,"Los Angeles County, CA",6037,Female,F,2008,2008,Asian or Pacific Islander,A-PI,297,769526,38.6,36.2,0.001
,"Los Angeles County, CA",6037,Female,F,2008,2008,Black or African American,2054-5,319,513331,62.1,65.2,0.001
,"Los Angeles County, CA",6037,Female,F,2008,2008,White,2106-3,2362,3574763,66.1,62.1,0.009
,"Los Angeles County, CA",6037,Female,F,2009,2009,Asian or Pacific Islander,A-PI,283,781741,36.2,32.6,0.001
,"Los Angeles County, CA",6037,Female,F,2009,2009,Black or African American,2054-5,338,513103,65.9,65.4,0.001
,"Los Angeles County, CA",6037,Female,F,2009,2009,White,2106-3,2285,3585857,63.7,60.0,0.009
,"Los Angeles County, CA",6037,Female,F,2010,2010,Asian or Pacific Islander,A-PI,271,789365,34.3,30.5,0.001
,"Los Angeles County, CA",6037,Female,F,2010,2010,Black or African American,2054-5,318,513727,61.9,60.7,0.001
,"Los Angeles County, CA",6037,Female,F,2010,2010,White,2106-3,2173,3592325,60.5,55.6,0.009
,"Los Angeles County, CA",6037,Female,F,2011,2011,Asian or Pacific Islander,A-PI,308,801765,38.4,31.7,0.001
,"Los Angeles County, CA",6037,Female,F,2011,2011,Black or African American,2054-5,352,513218,68.6,65.8,0.001
,"Los Angeles County, CA",6037,Female,F,2011,2011,White,2106-3,2307,3617988,63.8,58.0,0.009
,"Los Angeles County, CA",6037,Female,F,2012,2012,American Indian or Alaska Native,1002-5,10,84296,11.9 (Unreliable),20.0 (Unreliable),0
,"Los Angeles County, CA",6037,Female,F,2012,2012,Asian or Pacific Islander,A-PI,326,814560,40.0,31.6,0.001
,"Los Angeles County, CA",6037,Female,F,2012,2012,Black or African American,2054-5,327,514472,63.6,59.8,0.001
,"Los Angeles County, CA",6037,Female,F,2012,2012,White,2106-3,2124,3636788,58.4,52.1,0.008
,"Los Angeles County, CA",6037,Female,F,2013,2013,Asian or Pacific Islander,A-PI,351,828305,42.4,32.4,0.001
,"Los Angeles County, CA",6037,Female,F,2013,2013,Black or African American,2054-5,349,515592,67.7,61.7,0.001
,"Los Angeles County, CA",6037,Female,F,2013,2013,White,2106-3,2299,3653102,62.9,54.9,0.009
,"Los Angeles County, CA",6037,Female,F,2014,2014,American Indian or Alaska Native,1002-5,12,84508,14.2 (Unreliable),22.1 (Unreliable),0
,"Los Angeles County, CA",6037,Female,F,2014,2014,Asian or Pacific Islander,A-PI,313,842046,37.2,27.5,0.001
,"Los Angeles County, CA",6037,Female,F,2014,2014,Black or African American,2054-5,296,515386,57.4,51.6,0.001
,"Los Angeles County, CA",6037,Female,F,2014,2014,White,2106-3,2087,3664931,56.9,49.6,0.008
,"Los Angeles County, CA",6037,Female,F,2015,2015,American Indian or Alaska Native,1002-5,14,84982,16.5 (Unreliable),24.2 (Unreliable),0
,"Los Angeles County, CA",6037,Female,F,2015,2015,Asian or Pacific Islander,A-PI,385,855904,45.0,31.4,0.002
