,Unnamed: 0,Year,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
434,720,2007,Pneumonia (J12-J18),GR113-078,Santa Clara,6085.0,White,2106-3,Male,M,89.0,542035.0,16.4
435,721,2007,Pneumonia (J12-J18),GR113-078,Santa Cruz,6087.0,White,2106-3,Female,F,20.0,115547.0,17.3
436,722,2007,Pneumonia (J12-J18),GR113-078,Santa Cruz,6087.0,White,2106-3,Male,M,15.0,115129.0,Unreliable
437,725,2007,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Female,F,42.0,128612.0,32.7
438,726,2007,Pneumonia (J12-J18),GR113-078,Solano,6095.0,White,2106-3,Male,M,29.0,132518.0,21.9
439,735,2007,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Female,F,49.0,352220.0,13.9
440,736,2007,Pneumonia (J12-J18),GR113-078,Ventura,6111.0,White,2106-3,Male,M,43.0,350859.0,12.3
441,739,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,11.0,209933.0,Unreliable
442,740,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,31.0,194546.0,15.9
443,741,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Female,F,40.0,112100.0,35.7
444,742,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,Black or African American,2054-5,Male,M,22.0,98521.0,22.3
445,743,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Female,F,163.0,410128.0,39.7
446,744,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Alameda,6001.0,White,2106-3,Male,M,138.0,411723.0,33.5
447,750,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,11.0,74826.0,Unreliable
448,751,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Black or African American,2054-5,Female,F,11.0,56540.0,Unreliable
449,752,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,Black or African American,2054-5,Male,M,11.0,49321.0,Unreliable
450,753,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,White,2106-3,Female,F,203.0,371206.0,54.7
451,754,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Contra Costa,6013.0,White,2106-3,Male,M,131.0,362550.0,36.1
452,758,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,Asian or Pacific Islander,A-PI,Female,F,11.0,47356.0,Unreliable
453,759,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Female,F,147.0,359295.0,40.9
454,760,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Fresno,6019.0,White,2106-3,Male,M,119.0,360280.0,33
455,761,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Female,F,53.0,58559.0,90.5
456,762,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Humboldt,6023.0,White,2106-3,Male,M,33.0,58286.0,56.6
457,763,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Imperial,6025.0,White,2106-3,Female,F,13.0,72998.0,Unreliable
458,764,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Imperial,6025.0,White,2106-3,Male,M,29.0,75936.0,38.2
459,765,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,Black or African American,2054-5,Male,M,10.0,30296.0,Unreliable
460,766,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,White,2106-3,Female,F,171.0,332842.0,51.4
461,767,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Kern,6029.0,White,2106-3,Male,M,173.0,354222.0,48.8
462,772,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,101.0,756010.0,13.4
463,773,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,171.0,677259.0,25.2
464,774,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Black or African American,2054-5,Female,F,144.0,516792.0,27.9
465,775,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,Black or African American,2054-5,Male,M,155.0,457415.0,33.9
466,776,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,White,2106-3,Female,F,1186.0,3570696.0,33.2
467,777,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Los Angeles,6037.0,White,2106-3,Male,M,1019.0,3574703.0,28.5
468,793,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,21.0,279464.0,7.5
469,794,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,35.0,258094.0,13.6
470,795,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,White,2106-3,Female,F,463.0,1152516.0,40.2
471,796,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Orange,6059.0,White,2106-3,Male,M,343.0,1142782.0,30
472,799,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,Black or African American,2054-5,Male,M,14.0,76968.0,Unreliable
473,800,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,White,2106-3,Female,F,445.0,869330.0,51.2
474,801,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Riverside,6065.0,White,2106-3,Male,M,477.0,871536.0,54.7
475,802,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,21.0,108847.0,19.3
476,803,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Black or African American,2054-5,Female,F,17.0,85387.0,Unreliable
477,804,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,Black or African American,2054-5,Male,M,10.0,81892.0,Unreliable
478,805,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,White,2106-3,Female,F,270.0,489489.0,55.2
479,806,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Sacramento,6067.0,White,2106-3,Male,M,171.0,474237.0,36.1
480,807,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,Black or African American,2054-5,Female,F,24.0,104968.0,22.9
481,808,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,Black or African American,2054-5,Male,M,20.0,100185.0,20
482,809,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,White,2106-3,Female,F,378.0,798303.0,47.4
483,810,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Bernardino,6071.0,White,2106-3,Male,M,315.0,803391.0,39.2
484,811,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,17.0,191896.0,Unreliable
485,812,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,19.0,171874.0,Unreliable
486,813,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,Black or African American,2054-5,Female,F,15.0,88102.0,Unreliable
487,814,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,Black or African American,2054-5,Male,M,13.0,96769.0,Unreliable
488,815,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,White,2106-3,Female,F,540.0,1182561.0,45.7
489,816,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Diego,6073.0,White,2106-3,Male,M,413.0,1201753.0,34.4
490,817,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,18.0,146615.0,Unreliable
491,818,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,40.0,128956.0,31
492,819,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,Black or African American,2054-5,Female,F,15.0,28103.0,Unreliable
493,820,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,Black or African American,2054-5,Male,M,14.0,28693.0,Unreliable
494,821,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,White,2106-3,Female,F,60.0,206684.0,29
495,822,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,San Francisco,6075.0,White,2106-3,Male,M,73.0,232377.0,31.4
496,833,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Barbara,6083.0,White,2106-3,Female,F,79.0,182568.0,43.3
497,834,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Barbara,6083.0,White,2106-3,Male,M,73.0,183566.0,39.8
498,835,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,19.0,286621.0,Unreliable
499,836,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,37.0,277702.0,13.3
500,837,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Clara,6085.0,White,2106-3,Female,F,197.0,525336.0,37.5
501,838,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Clara,6085.0,White,2106-3,Male,M,165.0,542035.0,30.4
502,839,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Cruz,6087.0,White,2106-3,Female,F,35.0,115547.0,30.3
503,840,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Santa Cruz,6087.0,White,2106-3,Male,M,35.0,115129.0,30.4
504,845,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Solano,6095.0,White,2106-3,Female,F,62.0,128612.0,48.2
505,846,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Solano,6095.0,White,2106-3,Male,M,65.0,132518.0,49
506,858,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Ventura,6111.0,White,2106-3,Female,F,137.0,352220.0,38.9
507,859,2007,Chronic lower respiratory diseases (J40-J47),GR113-082,Ventura,6111.0,White,2106-3,Male,M,95.0,350859.0,27.1
508,864,2007,"Bronchitis, chronic and unspecified (J40-J42)",GR113-083,Los Angeles,6037.0,White,2106-3,Female,F,11.0,3570696.0,Unreliable
509,865,2007,Emphysema (J43),GR113-084,Alameda,6001.0,White,2106-3,Female,F,18.0,410128.0,Unreliable
510,866,2007,Emphysema (J43),GR113-084,Alameda,6001.0,White,2106-3,Male,M,19.0,411723.0,Unreliable
511,867,2007,Emphysema (J43),GR113-084,Contra Costa,6013.0,White,2106-3,Female,F,18.0,371206.0,Unreliable
512,868,2007,Emphysema (J43),GR113-084,Contra Costa,6013.0,White,2106-3,Male,M,15.0,362550.0,Unreliable
513,869,2007,Emphysema (J43),GR113-084,Fresno,6019.0,White,2106-3,Male,M,14.0,360280.0,Unreliable
514,870,2007,Emphysema (J43),GR113-084,Kern,6029.0,White,2106-3,Female,F,10.0,332842.0,Unreliable
515,871,2007,Emphysema (J43),GR113-084,Kern,6029.0,White,2106-3,Male,M,16.0,354222.0,Unreliable
516,872,2007,Emphysema (J43),GR113-084,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,17.0,677259.0,Unreliable
517,873,2007,Emphysema (J43),GR113-084,Los Angeles,6037.0,Black or African American,2054-5,Female,F,11.0,516792.0,Unreliable
518,874,2007,Emphysema (J43),GR113-084,Los Angeles,6037.0,Black or African American,2054-5,Male,M,19.0,457415.0,Unreliable
519,875,2007,Emphysema (J43),GR113-084,Los Angeles,6037.0,White,2106-3,Female,F,124.0,3570696.0,3.5
520,876,2007,Emphysema (J43),GR113-084,Los Angeles,6037.0,White,2106-3,Male,M,114.0,3574703.0,3.2
521,878,2007,Emphysema (J43),GR113-084,Orange,6059.0,White,2106-3,Female,F,48.0,1152516.0,4.2
522,879,2007,Emphysema (J43),GR113-084,Orange,6059.0,White,2106-3,Male,M,37.0,1142782.0,3.2
523,880,2007,Emphysema (J43),GR113-084,Riverside,6065.0,White,2106-3,Female,F,25.0,869330.0,2.9
524,881,2007,Emphysema (J43),GR113-084,Riverside,6065.0,White,2106-3,Male,M,32.0,871536.0,3.7
525,882,2007,Emphysema (J43),GR113-084,Sacramento,6067.0,White,2106-3,Female,F,26.0,489489.0,5.3
526,883,2007,Emphysema (J43),GR113-084,Sacramento,6067.0,White,2106-3,Male,M,20.0,474237.0,4.2
527,884,2007,Emphysema (J43),GR113-084,San Bernardino,6071.0,White,2106-3,Female,F,38.0,798303.0,4.8
528,885,2007,Emphysema (J43),GR113-084,San Bernardino,6071.0,White,2106-3,Male,M,27.0,803391.0,3.4
529,886,2007,Emphysema (J43),GR113-084,San Diego,6073.0,White,2106-3,Female,F,32.0,1182561.0,2.7
530,887,2007,Emphysema (J43),GR113-084,San Diego,6073.0,White,2106-3,Male,M,27.0,1201753.0,2.2
531,891,2007,Emphysema (J43),GR113-084,Santa Barbara,6083.0,White,2106-3,Male,M,10.0,183566.0,Unreliable
532,892,2007,Emphysema (J43),GR113-084,Santa Clara,6085.0,White,2106-3,Female,F,23.0,525336.0,4.4
533,893,2007,Emphysema (J43),GR113-084,Santa Clara,6085.0,White,2106-3,Male,M,19.0,542035.0,Unreliable
534,897,2007,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,13.0,677259.0,Unreliable
535,898,2007,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Black or African American,2054-5,Female,F,18.0,516792.0,Unreliable
536,899,2007,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Black or African American,2054-5,Male,M,10.0,457415.0,Unreliable
537,900,2007,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Female,F,40.0,3570696.0,1.1
538,901,2007,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Male,M,23.0,3574703.0,0.6
539,902,2007,Asthma (J45-J46),GR113-085,San Bernardino,6071.0,White,2106-3,Female,F,12.0,798303.0,Unreliable
540,903,2007,Asthma (J45-J46),GR113-085,San Diego,6073.0,White,2106-3,Female,F,14.0,1182561.0,Unreliable
541,905,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,27.0,194546.0,13.9
542,906,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Female,F,27.0,112100.0,24.1
543,907,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Male,M,19.0,98521.0,Unreliable
544,908,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Female,F,139.0,410128.0,33.9
545,909,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Male,M,114.0,411723.0,27.7
546,915,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Female,F,175.0,371206.0,47.1
547,916,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Male,M,113.0,362550.0,31.2
548,920,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Female,F,128.0,359295.0,35.6
549,921,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Male,M,99.0,360280.0,27.5
550,922,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Female,F,43.0,58559.0,73.4
551,923,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Male,M,32.0,58286.0,54.9
552,924,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Female,F,12.0,72998.0,Unreliable
553,925,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Male,M,26.0,75936.0,34.2
554,926,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Female,F,158.0,332842.0,47.5
555,927,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Male,M,152.0,354222.0,42.9
556,932,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,87.0,756010.0,11.5
557,933,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,139.0,677259.0,20.5
558,934,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Female,F,114.0,516792.0,22.1
559,935,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Male,M,126.0,457415.0,27.5
560,936,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Female,F,1011.0,3570696.0,28.3
561,937,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Male,M,874.0,3574703.0,24.4
562,952,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,20.0,279464.0,7.2
563,953,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,31.0,258094.0,12
564,954,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Female,F,404.0,1152516.0,35.1
565,955,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Male,M,303.0,1142782.0,26.5
566,958,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Black or African American,2054-5,Male,M,13.0,76968.0,Unreliable
567,959,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Female,F,408.0,869330.0,46.9
568,960,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Male,M,438.0,871536.0,50.3
569,961,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,16.0,108847.0,Unreliable
570,962,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Female,F,15.0,85387.0,Unreliable
571,963,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Female,F,236.0,489489.0,48.2
572,964,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Male,M,146.0,474237.0,30.8
573,965,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Female,F,20.0,104968.0,19.1
574,966,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Male,M,12.0,100185.0,Unreliable
575,967,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Female,F,328.0,798303.0,41.1
576,968,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Male,M,280.0,803391.0,34.9
577,969,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,15.0,191896.0,Unreliable
578,970,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,16.0,171874.0,Unreliable
579,971,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Female,F,12.0,88102.0,Unreliable
580,972,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Female,F,490.0,1182561.0,41.4
581,973,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Male,M,376.0,1201753.0,31.3
582,974,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,13.0,146615.0,Unreliable
583,975,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,38.0,128956.0,29.5
584,976,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Black or African American,2054-5,Female,F,12.0,28103.0,Unreliable
585,977,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Black or African American,2054-5,Male,M,12.0,28693.0,Unreliable
586,978,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Female,F,48.0,206684.0,23.2
587,979,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Male,M,66.0,232377.0,28.4
588,987,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Female,F,65.0,182568.0,35.6
589,988,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Male,M,60.0,183566.0,32.7
590,989,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,12.0,286621.0,Unreliable
591,990,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,28.0,277702.0,10.1
592,991,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Female,F,169.0,525336.0,32.2
593,992,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Male,M,140.0,542035.0,25.8
594,993,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Female,F,26.0,115547.0,22.5
595,994,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Male,M,30.0,115129.0,26.1
596,998,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Female,F,52.0,128612.0,40.4
597,999,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Male,M,55.0,132518.0,41.5
598,1011,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Female,F,123.0,352220.0,34.9
599,1012,2007,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Male,M,86.0,350859.0,24.5
600,1017,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,Black or African American,2054-5,Male,M,15.0,98521.0,Unreliable
601,1018,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Female,F,38.0,410128.0,9.3
602,1019,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Male,M,38.0,411723.0,9.2
603,1022,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Female,F,26.0,371206.0,7
604,1023,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Male,M,38.0,362550.0,10.5
605,1025,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Female,F,18.0,359295.0,Unreliable
606,1026,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Male,M,20.0,360280.0,5.6
607,1027,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Los Angeles,6037.0,White,2106-3,Male,M,14.0,3574703.0,Unreliable
608,1031,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Female,F,30.0,489489.0,6.1
609,1032,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Male,M,40.0,474237.0,8.4
610,1033,2007,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Female,F,15.0,798303.0,Unreliable
611,1034,2007,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Male,M,15.0,803391.0,Unreliable
612,1035,2007,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Female,F,39.0,1182561.0,3.3
613,1036,2007,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Male,M,41.0,1201753.0,3.4
614,1039,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Santa Barbara,6083.0,White,2106-3,Male,M,10.0,183566.0,Unreliable
615,1043,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Female,F,16.0,352220.0,Unreliable
616,1044,2007,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Male,M,15.0,350859.0,Unreliable
617,1045,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Female,F,43.0,410128.0,10.5
618,1046,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Male,M,39.0,411723.0,9.5
619,1049,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Female,F,40.0,371206.0,10.8
620,1050,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Male,M,34.0,362550.0,9.4
621,1052,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Female,F,31.0,359295.0,8.6
622,1053,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Male,M,30.0,360280.0,8.3
623,1054,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Female,F,25.0,332842.0,7.5
624,1055,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Male,M,33.0,354222.0,9.3
625,1056,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,19.0,756010.0,Unreliable
626,1057,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,28.0,677259.0,4.1
627,1058,2007,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Female,F,20.0,516792.0,3.9
